PDI
0.019996072
0.021697347
0.023865142
0.023868874
0.027719678
0.028487299
0.029276177
0.030086901
0.031342978
0.032210621
0.033555359
0.035434345
0.036913308
0.040053908
0.041726498
0.042302991
0.042887867
0.04348083
0.04348678
0.044691027
0.045928623
0.050517381
0.051215829
0.058677179
0.059487862
0.059496583
0.061143581
0.061989551
0.06635543
0.068192962
0.072010831
0.089507848
0.106811197
0.109769041
0.117502292
0.11751837
0.142156062
0.146092685
0.148112547
0.156404814
0.158568799
0.179216836
0.179241358
0.189278261
0.197180306
0.197207287
0.205440356
0.222919311
0.222951993
0.23543424
0.238689328
0.24198942
0.242024898
0.24206038
0.245404682
0.24544066
0.252237468
0.259222495
0.266400954
0.270081544
0.309425205
0.317990782
0.326796668
0.349819558
0.345146757
0.390090042
0.400892519
0.400951293
0.417690327
0.465705675
0.465773951
0.498582945
0.512384829
0.533770807
0.61153292
0.628461511
0.645871346
0.72011711
0.760433772
0.77095498
0.792296727
0.871472629
0.971652255
0.985086212
1.040247669
1.191783943
1.224775172
1.258691973
1.607599756
1.67471431
1.744630783
1.918937949
2.168812456
3.734858184
