bmd,AUC_dose_h.GM,AUC_dose_m,AF_interTK,AF_interTD,TK_var.GSD,TD_var.GSD,Intra_var.GSD,AF_intraTKTD,HDMI
278.929194,0.922840025532938,0.596368918823763,1.54743145795238,1.21567259315318,2.11684557499935,2.46299989537225,3.23022349053561,15.2986147742765,9.69200915237498
206.764768,1.79519494479001,0.567770062099763,3.16183445486877,0.84729015588216,1.49183771194574,2.86069923286368,3.07901475216291,13.6840824449776,5.64013589350361
226.643622,1.88942702244902,0.928032721903292,2.03594870940974,0.81317063584062,1.583595113443,2.3168393912419,2.60579887945399,9.28160777954178,14.7493122345725
264.912477,1.09096608519069,3.51441539193057,0.310426049150493,0.420286131937449,1.70070302736872,2.0513540500675,2.4435382080446,7.99222106427385,254.057317347192
196.382615,1.19536385520682,0.880193141444459,1.3580699495626,0.313566586403127,1.60591075830696,2.0824283798915,2.39453121256947,7.6242795137157,60.4856443390899
241.983776,2.5180218683229,1.27584343626666,1.97361353027067,1.39440691145371,1.75922635518148,2.36369853223975,2.79858333715588,10.9580640298329,8.0241820826289
342.030409,0.595266913672732,0.956431485842394,0.622383226069184,2.02847458577248,1.815976297312,2.12408643671773,2.61425797950351,9.35185278126476,28.9694071732316
215.613683,2.10594357400562,2.61285986506298,0.805991780181008,0.680498704715598,2.88854865480904,2.06039349581811,3.60982259965233,19.8109838611718,19.8432296335
223.346533,1.46681388064053,1.89919984693818,0.772332560475547,1.54800479744778,1.89411658967773,1.96345039321756,2.53223268086134,8.68339913705194,21.5135858785889
230.733994,1.36110874377146,0.934186771369389,1.45699852051669,0.664356584900089,1.96894506427916,2.46722858179649,3.0924855089466,13.8237608929618,17.243483894828
302.463431,0.536136020981929,0.500384584168021,1.0714479181515,0.84362726561328,2.02261578880423,2.28562798520605,2.96254611913902,12.5099953698382,26.748168631721
319.353562,1.37140754891255,0.691076046358878,1.98445244360325,1.06329777635161,2.26081951242159,2.06077900466891,2.97449469148204,12.6276863766085,11.9853956756831
284.50831,1.61860168707347,1.34787504396434,1.20085440732909,0.620905799615331,1.56418775097943,2.27189103362355,2.54628294482264,8.79589625116502,43.3809226897844
161.491544,1.24055718369542,0.749289597526417,1.65564447683618,0.834216144114147,1.89142158265779,2.27027085096605,2.8248950798209,11.1992333409458,10.4403682778137
221.726988,1.3126258812167,0.810443253260952,1.61963947004943,0.79255570093956,1.61848284579817,2.18904559347102,2.50826792467013,8.49342155886779,20.3370394546783
207.161941,1.86195985855817,0.536478801315771,3.47070537361684,0.321645799758379,1.68257121727162,2.33605797698049,2.70554499661952,10.1291952986511,18.3205874001134
249.927295,1.94041257964259,0.48666940926633,3.98712666688426,1.01832243076979,1.63190096028185,2.39062105654508,2.7175420240132,10.2339912124,6.01482929034328
251.861501,0.401561661474749,1.68658044119944,0.238092208154135,0.755950465972275,1.81363131048753,2.41667837854954,2.89922287364927,11.8967359642894,117.623864078403
261.783785,2.53807931650796,0.817070971031524,3.10631439188657,0.891399620928739,1.61253466004346,2.41431506546648,2.72534025548063,10.3024399592433,9.17666328362485
274.567839,1.62925461754983,0.566572295605831,2.87563410739609,1.10802032198546,1.86128725478114,2.42625986899751,2.95175871276628,12.4042809708714,6.94699072144497
202.375175,1.05153880550593,1.54375112027777,0.681158246101693,0.775844015440851,1.67034907703925,3.12338048525964,3.48731628121949,18.2819943087835,20.9464888471987
430.55435,1.68936314457291,3.57424747847006,0.472648621772557,0.7495880114443,1.46613729604947,3.13470732927288,3.33644030435016,16.4944990175214,73.676302800026
215.49083,1.83466081119079,0.912127808789447,2.0114076048462,0.73202075818893,1.47578048624783,2.19440774986614,2.40367166440979,7.69215596118029,19.0264265241813
272.43088,1.20751994062459,0.338017737543222,3.57235673311429,0.907939734262098,1.43966644180303,2.42251339285166,2.60363864274658,9.26371740186844,9.06690764150252
227.661122,1.03573531151991,0.308886802587012,3.35312257709084,0.647795336528347,1.60592128379553,2.01944036617874,2.33392857110494,7.18289824047525,14.5915662393018
328.17683,1.46681388064053,0.467470949694302,3.13776477789633,0.409300296613666,2.08681543569549,2.6257530107942,3.36596011423602,16.8359962765631,15.1777240175436
158.977959,1.78459521709842,0.408867818398731,4.36472409124181,1.33117652179965,2.67223497151801,2.26003112010059,3.58619663214226,19.51065527347,1.40240230374359
254.301009,1.38190588214691,0.455921759064236,3.03101542024058,1.39389141341394,1.6856143069932,2.69920049942419,3.07057493156247,13.596981706393,4.42678552800953
230.955245,1.38190588214691,0.642343282041069,2.15135103111199,0.885812994082909,2.33318942951416,2.35012485937842,3.33108394634568,16.4329618530646,7.37494280733105
227.573807,1.9477300554425,0.402549984835083,4.83848001196783,1.06820446236301,1.97183630477938,2.19236244088223,2.82321460151482,11.1837408167342,3.93705826318185
238.07396,1.03015947503025,0.782967359292092,1.31571190395683,1.65904003732537,3.52586110183487,2.23399210220187,4.45779729856638,32.3653023711875,3.36988093173922
225.644326,1.05153880550593,1.07771495995621,0.975711430737362,0.554303837930969,1.86126622525164,2.16519299742126,2.6948108257528,10.035951565591,41.57158489901
389.515898,1.53474404373519,0.755369792585433,2.03177842005326,0.885060703686327,1.68442553635437,2.41027560105684,2.78057382439692,10.7947151643563,20.0661751517222
282.004487,1.72141154572641,0.705588364870101,2.43968244295429,0.781964870957947,2.06052168536467,2.04486014450278,2.76499251529868,10.6545179374929,13.8739993410215
258.389762,2.24526514833553,0.64583379634308,3.47653709212641,0.825600675540892,1.39392049543681,2.38952841700448,2.54024836927209,8.74747768926652,10.2914259010451
319.637573,1.5778081236464,0.442566401051904,3.56513309617771,0.911853195408747,1.7285327068618,2.27435275216009,2.68388258365887,9.94152673662367,9.89017707539828
132.844919,1.83860957533521,1.01551105759096,1.81052639613482,0.326705475275532,2.18768549361958,2.57805416439874,3.41680759621192,17.4335957523472,12.882397722309
255.974119,1.25125696790002,0.675790369189272,1.85154601922061,0.881418898754459,2.2159340130446,2.35820296929535,3.2222532853345,15.2109444385414,10.3115275909074
396.16659,2.03009506170432,1.16677527140589,1.73991951274231,0.677984379732811,3.14202309044094,1.92726134487333,3.74170206111067,21.5356667636088,15.5944721120075
293.382026,1.16946411250289,0.848630131746291,1.37806102889182,0.934698509044243,3.27127237142323,2.33332412055587,4.29262974518123,29.6438636963091,7.68349290401326
209.694613,2.0898465043461,0.680442127127962,3.07130675927872,0.693054892625454,1.99803963547503,2.06779035728904,2.72761712878428,10.322474226292,9.54360898121062
276.994939,1.45749414252411,0.207242515157756,7.03279508750723,0.711071188154005,1.44653878373854,2.30796499612654,2.49482766898342,8.38792317240372,6.6035328799119
236.464455,1.70418436910043,0.489196010689417,3.48364322656423,0.266328800372476,1.34635136782716,2.22665890197296,2.34893273151197,7.29077984923332,34.9574768852431
290.096246,0.783673829015593,0.74298232643903,1.05476779343001,0.951119203390127,2.4457301023188,1.9915541656598,3.09230758306471,13.8219107054116,20.920989193158
