bmd,AUC_dose_h.GM,AUC_dose_m,AF_interTK,AF_interTD,TK_var.GSD,TD_var.GSD,Intra_var.GSD,AF_intraTKTD,HDMI
435.835782,1.42902675318151,1.16074941394406,1.23112425129373,0.78317896055982,1.50384790847522,2.06258001672277,2.29566813397552,6.9119427307828,65.3973052718492
202.299807,1.62925461754983,0.946559822699364,1.72123787475321,0.542706134521098,1.89411658967773,2.54643456402431,3.10217462623912,13.9247278249091,15.5526045221765
297.803778,1.04881255097629,0.110933011314022,9.45446750748864,0.461619563316323,1.64644648806972,2.10206609430756,2.44668965227381,8.01622066312734,8.51214984129804
229.428458,1.31939146690892,0.631388159979689,2.0896677361694,0.947716086450118,1.39175008420841,2.04954595785646,2.20360176349781,6.28415638077745,18.4350709151314
298.642606,1.83466081119079,0.718539213326111,2.55332037161641,1.4413317897707,1.91912110951159,2.17761607838877,2.75983791269418,10.6083678483191,7.64951534768998
220.878283,1.83272076651715,0.836160544592254,2.19182880413337,1.02607849161928,1.80893472606114,2.39929343016321,2.87775142403083,11.6927756298045,8.39939851962541
387.18658,1.80319956016293,1.70497262858784,1.05761202844438,0.812156159765933,1.77057795916404,2.51554117185915,2.95964385116738,12.4815034323988,36.1149877252384
280.241205,0.569242710471023,1.95361837140481,0.291378663716031,0.806161012558502,1.77419321839728,2.30677496523095,2.75548448087589,10.5694797306872,112.875280661497
478.415153,1.09996198529349,0.562092401134828,1.95690598747241,2.05716436376609,2.01371318842147,2.26859473244713,2.93731386646223,12.2635248288386,9.69059977830778
269.557308,1.96593040219372,0.637561900273039,3.08351299121199,0.74606681767766,1.39175008420841,2.31536472078964,2.4652654406929,8.15851763383602,14.3620471077217
275.149124,1.62833434869135,0.390736686829058,4.16734441269326,0.708375893762539,1.47439900088556,2.4800800124284,2.6852955132219,9.95370642984229,9.36397269612066
205.502251,0.446501205126843,1.5824750579121,0.282153707822702,1.12679708610064,1.97271366083439,2.39587040483872,3.02469803396093,13.1290591427339,49.2324560233716
294.966684,1.32882304300844,0.638504541425526,2.08114892971898,1.1287134562547,1.7194381715737,1.96688819654355,2.37929510807312,7.51189881804137,16.7161543940469
256.854826,1.38168341320912,0.829593195535795,1.66549511332088,1.57138991840385,1.60591075830696,2.07707453805008,2.38936117305291,7.58603891534084,12.9373503281918
279.596307,0.943442952578856,0.840398989572569,1.12261314480958,1.58060124104351,1.67632738387929,1.95520009358218,2.3313058363979,7.16413458536881,21.9945587248562
308.74488,0.566784351745797,0.880780419926517,0.643502442746267,0.566730140836184,1.61327244762859,2.21320021343061,2.52765613865882,8.64693402564339,97.9064059654444
232.41114,1.50144446345772,0.832805470091857,1.80287536210841,1.76038597964891,2.79566728707263,2.35235091034517,3.80916397875449,22.4497684069764,3.26190622094078
284.191195,1.13151406948842,0.907829082153498,1.24639548537519,1.04801410125946,1.80626058971925,2.81099829839776,3.28941706846041,15.9587382056559,13.6329259044509
292.125291,1.52170987501155,1.26405284721203,1.20383406308352,2.24112235893563,1.78271312956275,2.03464291403005,2.49891954091483,8.41996245566442,12.8595806601597
281.754652,0.533565533095163,1.75007586167184,0.304881373876816,0.51674662177608,2.26081951242159,1.91015279795227,2.83283153092823,11.2725656957353,158.649892214709
280.674154,1.67578819769387,0.877081718602456,1.91064089257735,0.640431914591655,1.959441093768,2.31206444905891,2.92907377422325,12.1836402006047,18.8266618669568
