bmd,Cavg_dose_a,GM_U_Cavg,U_Cavg_h.GM,AF_interTKurine,AF_interTD,GSD_U_Cavg,TK_var.Cavg_h,TD_var.GSD,Intra.GSD,AF_intraTKTD.be,BE.urine
267.436736,0.0324147003030035,24.8050487223235,11.5021297050279,2.68212941284177,0.878163414360708,2.24258451031518,1.12153131834931,2.86257132157007,2.88047673019117,11.7185523105619,9.6892917204537
209.315767,0.0093195332087862,7.64854328897819,10.9410876319648,9.80720702852436,0.617623999214931,1.73790784178997,2.97210364479262,2.274214125333,3.91338165411137,23.9046594854223,1.44560577752413
298.374471,0.0124390097105644,8.11444015733378,9.17722810752172,8.75997096228341,0.428859347436401,1.34016266716238,1.78445491705414,2.98998744295975,3.45197214915393,17.8538417158194,4.44848811765258
153.058803,0.027735489497634,8.1612325875525,7.70989994327347,4.6764406073255,0.885822580165086,1.20290323818964,1.74775656034931,2.37955242129004,2.80429237531136,11.0101379730562,3.35585650048645
416.657697,0.0125607594405547,12.8791820080141,27.6424133832043,2.880103827729,2.40882476751575,1.85994143375336,1.4646114713123,1.94480598957557,2.15296357214664,5.95331930417766,10.0880419687397
456.934985,0.0131234882006311,11.1681302636961,71.3267341362003,1.06831266147897,1.04776875032707,1.49166358927393,1.59876746818035,2.3094784524455,2.61058781136902,9.32133834376524,43.7937688317116
301.895644,0.0101288516590281,7.92779714836136,12.1739839290299,8.1097425072647,0.600716008579112,1.9774082052761,1.54277076830237,2.44711736408819,2.7031366510563,10.1082321160218,6.130633722715
284.889617,0.0115818031779362,6.74475529789727,10.905586817233,7.91725768637478,1.25411126538425,1.23087093985986,1.04544705733913,2.15423614970311,2.15700803081279,5.97936874321916,4.79855453787088
372.824168,0.0112849679225377,9.9730375837717,8.88802806503808,9.96997923515097,1.47689085631858,1.93032619193255,1.09006311692459,2.44390319966819,2.45406989707585,8.07258499823169,3.13652515794154
350.334796,0.00976242472205819,10.3069168631481,11.1362350430482,9.19822255466907,1.37105699236815,1.34433840521262,1.31803369367681,2.33537084984695,2.43998206555169,7.96518877175629,3.48760892481216
256.293483,0.00832249375321429,9.73916329504397,7.92692513863645,15.1579952062939,0.448598854981775,1.04036623479003,1.13625753732852,2.28282112243518,2.30536263355507,6.98003631600018,5.39982835185505
258.689687,0.025025658872178,12.5622490558355,12.1282835688699,3.29469439517817,0.568564342414858,1.67782112123559,1.44189323991215,2.03136194295311,2.22023892980019,6.39508375442122,21.5942498630514
257.863206,0.0273649788321311,8.88802806503808,19.103187576781,1.91292984679692,1.45455644132747,1.79608985634325,1.11777712126754,2.39426042245041,2.41125026747142,7.74869445080166,11.960001130069
258.193906,0.0169006476804133,81.1756406336782,7.88817821295117,7.5010133409174,1.03471003867779,3.01313179105582,1.70775561060014,2.26807153146016,2.65992094928472,9.73626680929544,3.4167635117675
251.105899,0.0164334985331904,8.13629738614967,13.189079940369,4.61376498823196,0.814528364533948,1.85127390608634,1.08391501446068,2.96713679073119,2.9759949041119,12.6425075746341,5.28520711898255
217.864105,0.0218662957757654,10.5910066310627,11.1528404011821,4.10052339694148,0.746069456609725,1.28539620299179,1.66134414396846,1.87572680338751,2.24405163853595,6.55578218693977,10.86282070684
259.141646,0.0139437766996736,22.0984442466122,9.63300487612377,7.4448816914877,1.06347381631119,3.09262424280336,1.44556319506481,2.24638672606017,2.43334463819333,7.91487348778038,4.13531534742098
264.371478,0.0113783061946652,9.43631185003909,13.1770306286778,6.66967739329849,0.507160039070858,1.27969401682602,1.7663124291802,2.25267119016904,2.69541255584174,10.0411655648823,7.78360191730969
214.661298,0.0127228750380039,9.36205867265246,9.88338643849659,7.95259675868481,0.804424518922281,1.56836864574513,1.12153131834931,2.45132479040362,2.46929979035271,8.18961094103467,4.09728542969501
193.230707,0.0160768562882535,7.6344829088431,29.2220338892113,2.1285724182417,0.796057522196742,1.34994385135973,2.06006801655178,2.0833102927667,2.8012645983981,10.9825031326345,10.3834559844952
243.284276,0.0174181499526595,9.09318480092747,10.5392376361891,5.44739387220749,2.0542328607296,2.25533157036159,1.14226713220937,2.39590036674241,2.42014086107538,7.81532183039099,2.78181806826341
249.454302,0.0194770167163607,7.51570784683543,14.346531561579,3.57874409892557,0.618696837881793,1.58331064531336,1.34994385135973,2.81971971076668,2.94230081545497,12.3120160749432,9.15067820026839
417.231379,0.0210983828398153,12.7890483874484,13.189079940369,3.59365458207123,1.16091704589684,1.49949742205143,1.51921537359797,2.00267726465783,2.24942801073744,6.59237917268611,15.1704081611335
233.622567,0.0125530188536477,8.51113418097345,10.4860437876828,7.59696546212274,2.26151547846781,1.41106395802898,1.48218151628809,2.15240417045646,2.36715455676129,7.42303126895518,1.83186634997471
216.851925,0.0121030242192829,11.4786204058656,8.84113453930563,9.34540437865278,1.26222532228408,1.14730991750718,1.84866544927297,2.42156451348827,2.93561998435947,12.2470789652013,1.5010521363458
216.852129,0.0121647530348066,7.75932394542416,11.9908062458024,6.85564495740074,0.812167439402476,1.22719245074184,1.60703360793554,2.39170107583422,2.69849031488993,10.067858537433,3.86841174601179
379.576033,0.0203131834721492,11.5021297050279,22.312324857046,2.20636411005578,1.15703244487294,1.30709353926984,1.56083822395003,2.44101775797093,2.71098074600789,10.1766012273623,14.610776718102
236.648416,0.0196025117369909,12.7146670123799,14.0269462237742,3.636847958902,0.977236430989847,1.37547757763114,4.72326359366867,2.0871343844105,5.57356869206389,54.420903933365,1.22352558808127
355.291808,0.0181698936996284,7.18463853486025,11.1681302636961,4.92795964338458,0.765301342510445,1.96834482650219,2.81291130889298,2.55312295893366,4.03808390837681,25.7143002874773,3.66362374410043
208.188981,0.0140124590080619,9.22267577769434,11.7594269196982,6.06875335571244,0.871684127062047,1.76110244120522,1.24188079419997,2.13292196919274,2.19868522940871,6.25158736231657,6.29518952666076
484.112715,0.0195892988468445,24.5127946038403,11.1317369127744,4.58583236021384,1.20788621248288,2.44461097539608,1.43604527689479,2.03306805535333,2.21777884013066,6.37861150486001,13.7017531450231
238.713918,0.0215725575269261,13.3519068515036,13.1671910623338,3.52050711833403,0.482388751435747,1.37602375063763,1.34994385135973,2.17209363105718,2.29723482817398,6.92292131771235,20.3042029741069
271.488613,0.0177062496856497,9.05480186635798,8.49327955311424,6.64963790077644,2.25184873751542,1.46736166130412,1.56836864574513,1.98512521016399,2.27090435674937,6.73972881580375,2.69012205509512
242.112977,0.0174375230756885,8.73882035701541,10.759888690864,5.329757212953,0.61503610905489,1.58545589993675,1.8996468490964,2.23671642631775,2.79953908404837,10.9667718909655,6.73490101894989
214.214775,0.0134982065705253,9.66726281529807,11.1362461792889,6.6525034270749,1.48081746507733,1.74499030541002,1.24188079419997,2.62118090738943,2.68498242482575,9.95100682132177,2.18522300148562
178.658387,0.00874861110996722,9.91308111755967,8.38861315941849,13.6260732969678,1.36858970773722,1.19539180268256,1.84866544927297,2.46596797748542,2.97990195150978,12.6811533820667,0.755475983655101
229.930983,0.0130682188723579,15.6128487014813,9.61260453778563,7.96053991992398,2.05798776294304,2.13690602463417,1.64131376932434,2.4051970548371,2.73969519872323,10.4291207440308,1.34575030781949
266.672679,0.00985314033975168,14.346531561579,23.9129752704076,4.24415969485358,0.662617758064957,1.53170271158872,2.98927236021901,2.42969892938873,4.09467957568877,26.560516400654,3.57015623539283
228.84445,0.00721685971741096,8.64858055650886,7.70989994327347,17.9722724882501,0.815715069357021,2.29575094697068,1.43113809734121,2.26712605530227,2.44383434117504,7.99447449863809,1.95258065709105
273.150636,0.0161868950248789,8.30556033150315,41.1999568887303,1.49947658403493,1.846202638699,1.19791314851587,1.96293146247375,2.19366537660732,2.81615233485071,11.1187665918653,8.87414553951135
244.372481,0.0227400163538382,10.4860437876828,11.5879667431574,3.79491442630064,0.638636739313112,1.16458406789082,1.19906249825041,2.54849443749448,2.59336032853444,9.17886519222336,10.9851861439042
219.167065,0.0208525151783708,10.547145029318,20.8078061081836,2.30470456298194,0.903836262330782,1.48702874773807,1.69180160570882,2.60027475239814,2.97640715143735,12.646582066355,8.31949762445858
266.830261,0.024218749302776,8.26835196091702,8.13621602358262,5.07488046650396,0.675755517463057,1.46192929744872,1.13456237058215,2.18142819582023,2.20368480160153,6.28470728589513,12.3803980548389
363.751181,0.011586312591808,10.4288417184516,19.1330883384517,4.51096733212677,1.73047966178904,1.27245613839031,2.51319034544349,2.02527680401629,3.19224531384081,14.8834378523017,3.13086954611548
215.149825,0.0101150283235138,8.43580553007232,7.61359305783813,12.9850383465417,1.98801643045572,1.43089911723435,2.14878163474293,2.19891802113766,2.99865391862566,12.8675715113073,0.647710892708448
245.288653,0.0109826602050074,10.8781393368041,23.9129752704076,3.80766593130537,1.75240512478267,1.66719070942566,1.84684171663465,2.41950564973327,2.93191860798559,12.211186164604,3.0104141956477
236.084605,0.00903800716212086,7.28330840319171,11.3654631634228,9.73509469045921,1.18605321822158,1.3091368147609,1.55730225416355,2.14944974361865,2.42097655641271,7.82160137724644,2.61413271843212
341.523356,0.00813983607700496,10.7057952817579,19.103187576781,6.43099987146309,0.656834501250139,1.68528552417809,1.84724067753167,2.15604280279649,2.67324433803294,9.85009612523463,8.20815375645207
