bmd,GM_AUC,AUC_h.GM,AF_interTD,TK_var.u.GSD,TD_var.GSD,AF_intraTKTD.be,BE
260.560966,1.03354369676348,1.17790116333507,0.643856410950296,2.24258451031518,2.38804276366591,15.8374125174169,21.6933813904535
263.43892,0.318689303707425,0.374910247978033,0.419979864072151,1.73790784178997,1.96669440459327,7.62891133579201,219.311592922959
217.316217,0.338101673222241,0.41787262391051,1.21517818603235,1.34016266716238,2.89476149546597,12.9977996628934,32.9259574442762
259.771566,0.340051357814688,0.996373969600318,0.429004605239501,1.20290323818964,2.81948153752784,11.5811711715773,52.4752848356381
304.593282,0.536632583667256,1.29437684636154,1.62529365497467,1.85994143375336,2.31269241893854,11.319897111102,12.7904335376769
221.260575,0.465338760987336,0.454013375290232,0.83875661396271,1.49166358927393,2.03952663233074,6.69380898967124,86.8012773127304
155.863546,0.330324881181723,0.328674092206299,0.761364896469571,1.9774082052761,2.25655171310383,11.8205349607671,52.6925358003358
231.566219,0.28103147074572,0.453990675188975,1.12519824294272,1.23087093985986,2.18952731466989,6.59347791747384,68.7518946008663
170.037861,0.415543232657154,3.38231835973659,0.897815228610151,1.93032619193255,2.28309795396892,11.6515342928553,4.80574878457845
213.22516,0.429454869297837,0.354630590873894,0.451319297403967,1.34433840521262,2.1799517850337,6.95331292975061,191.59606043087
265.044431,0.405798470626832,0.464009793460344,0.975503598391937,1.04036623479003,2.15957198816899,6.0101094152214,97.4272136664437
253.51548,0.523427043993145,1.14681849182875,0.824810401250264,1.67782112123559,2.22650053824691,9.18300922749684,29.1857357698998
258.264781,0.37033450270992,0.353550615371575,0.933261146245174,1.79608985634325,2.33651049286218,11.0087708654423,71.1003225439825
306.006427,3.38231835973659,0.63670068227287,0.885014272414243,3.01313179105582,2.41231516741721,26.6653444050704,20.3656258545456
265.565477,0.33901239108957,0.466040555169242,2.68582581978715,1.85127390608634,2.20162776202799,10.2658946441023,20.6668010405707
211.426412,0.441291942960948,0.63670068227287,0.725996035136117,1.28539620299179,2.98485303887328,13.6013057579668,33.6286220200459
223.089209,0.920768510275509,0.356675590510978,1.33772821444056,3.09262424280336,2.15159061863525,23.9080722272054,19.556571877308
205.102275,0.393179660418296,0.303471183466321,1.60798051169259,1.27969401682602,2.28556238947167,7.43909453135806,56.5004830569686
220.272031,0.390085778027186,0.35308070561239,1.20442894838679,1.56836864574513,2.21053909327417,8.34485431787369,62.0705260209322
183.470629,0.318103454535129,0.405798470626832,0.520167204532469,1.34994385135973,2.48599896163806,9.30531272105992,93.4075978777815
250.725455,0.378882700038645,0.391249967426373,0.897329071713479,2.25533157036159,2.24239962697034,14.3861524100626,49.6418226225061
189.048629,0.313154493618143,0.40113445028301,1.24433546329215,1.58331064531336,2.47216772477664,10.6056983574638,35.7113954484322
265.784543,0.532877016143681,0.409237903709623,1.20266746559956,1.49949742205143,2.34829629474132,9.00937676200692,59.939560946122
