bmr,assumption,index,model_average,Exponential2,Exponential3,Exponential4,Exponential5,Hill,Power,MichaelisMenten,Linear
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4455,0.313987168,0.218885355,0.288064877,0.245239966,0.340756007,0.413866499,0.348737566,0.25817459,0.30073652
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4456,0.352756613,0.237119801,0.310262725,0.226527655,0.422141542,0.293045201,0.395139686,0.204795659,0.260950902
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4457,0.27098986,0.227730795,0.340750319,0.228296752,0.467715571,0.407019698,0.360905818,0.22336382,0.269267688
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4458,0.307035887,0.256332193,0.272377275,0.204797172,0.379126936,0.42513854,0.279882574,0.233122354,0.292940684
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4459,0.360975776,0.250334004,0.29248817,0.218472578,0.432804403,0.381742151,0.357510777,0.220539247,0.314724809
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4460,0.361220574,0.243824562,0.368114648,0.227194232,0.491620405,0.466913658,0.314166202,0.215987072,0.277291189
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4461,0.415735603,0.240907961,0.296401305,0.218184602,0.28224529,0.402798036,0.317447753,0.255972542,0.26923276
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4462,0.317675045,0.239197673,0.257124357,0.203479525,0.456883031,0.434788677,0.392615351,0.233879594,0.2656337
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4463,0.288884951,0.228805562,0.293755454,0.213275194,0.443413212,0.299852312,0.336086317,0.23356384,0.26621809
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4464,0.287883215,0.231864068,0.271105778,0.238508885,0.272949331,0.267533498,0.355290322,0.230532075,0.237101211
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4465,0.279541582,0.245694564,0.395519921,0.203153944,0.475819662,0.274339172,0.346403221,0.221134786,0.267592333
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4466,0.312875109,0.244781952,0.323380125,0.249717611,0.431678927,0.28959982,0.335949761,0.209571799,0.256566353
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4467,0.343915769,0.231384143,0.263803329,0.257558659,0.487544144,0.443643076,0.321564819,0.20978308,0.289648234
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4468,0.302629282,0.240848488,0.247857926,0.204535258,0.328434963,0.203840811,0.341290344,0.218429603,0.266592415
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4469,0.442520186,0.248612588,0.32794381,0.249338109,0.409629393,0.345396732,0.525113018,0.234976238,0.257779836
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4470,0.301276581,0.254174329,0.320763615,0.237841478,0.265571874,0.302013404,0.310050753,0.189206177,0.264913222
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4471,0.259797595,0.249258601,0.279998653,0.2164794,0.261872095,0.441179366,0.268237879,0.216283596,0.285390172
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4472,0.416663968,0.243233001,0.356763333,0.24707244,0.425118185,0.363866678,0.3926062,0.219895673,0.258852747
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4473,0.28893509,0.247339931,0.346045921,0.228473803,0.436206451,0.27191472,0.342555006,0.225523078,0.262491743
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4474,0.310360701,0.246895136,0.339932862,0.249854091,0.261586255,0.387990755,0.330932811,0.217712814,0.271618117
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4475,0.279348726,0.248399803,0.310714916,0.267274233,0.310929551,0.469886467,0.340253197,0.239034873,0.265522114
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4476,0.264632588,0.235449836,0.324974985,0.282131612,0.387284576,0.29038514,0.37805632,0.197568148,0.270648723
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4477,0.300560742,0.249429777,0.262583753,0.225451885,0.485150956,0.296214082,0.424045496,0.225125623,0.283066272
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4478,0.339235922,0.251906578,0.310735817,0.241043417,0.337127027,0.330147686,0.315293403,0.208183502,0.242211098
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4479,0.251207236,0.251565453,0.3585808,0.232755141,0.328259967,0.368910437,0.359595861,0.200568513,0.256049563
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4480,0.357243948,0.263066028,0.359506857,0.203153944,0.481242575,0.438304713,0.400360454,0.217571893,0.281098133
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4481,0.320163164,0.248781474,0.387939803,0.257051468,0.345444252,0.407405987,0.307123759,0.241705581,0.256101434
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4482,0.302496031,0.242650229,0.340169284,0.227907314,0.450675965,0.282629732,0.330134925,0.212258342,0.258548924
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4483,0.308726246,0.247955932,0.350451746,0.216692198,0.473251407,0.257140827,0.346385257,0.192795309,0.275237941
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4484,0.323555702,0.224565022,0.318760051,0.198179385,0.282752349,0.318310792,0.282959663,0.23487838,0.272525547
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4485,0.459193771,0.233304705,0.437507767,0.24368784,0.269947205,0.221198151,0.360390005,0.203851024,0.265765774
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4486,0.256487647,0.22698636,0.278131209,0.245986299,0.459780458,0.28051065,0.366083157,0.206891388,0.269329183
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4487,0.290043123,0.260602472,0.25381706,0.203479525,0.429641173,0.439563584,0.340657184,0.233941917,0.257764324
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4488,0.313101854,0.222736722,0.297700475,0.258100506,0.391123069,0.396443885,0.312900794,0.212862285,0.285060662
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4489,0.355204731,0.272646002,0.410639396,0.208273542,0.33760005,0.344515614,0.342287863,0.236547106,0.269565192
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4490,0.407982063,0.245441757,0.288184862,0.240846569,0.466560804,0.295105589,0.352524538,0.190230697,0.277594145
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4491,0.351022948,0.258972201,0.397927472,0.222739773,0.467896003,0.462151476,0.347246464,0.214437151,0.261862105
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4492,0.35533743,0.264989706,0.290551699,0.232708926,0.310962839,0.347358689,0.414517994,0.215549274,0.266121144
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4493,0.289194559,0.315391424,0.406491995,0.2358805,0.423244889,0.311353581,0.309935734,0.206096912,0.278219038
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4494,0.30361753,0.27285967,0.290564652,0.222314367,0.452776497,0.427867149,0.337804651,0.244471031,0.279012366
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4495,0.32096404,0.270707053,0.291314228,0.23337328,0.295602197,0.450788605,0.418057967,0.228808649,0.270621606
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4496,0.352771996,0.246314696,0.285895977,0.229601208,0.337166764,0.326122537,0.323014503,0.230553439,0.275873504
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4497,0.258732762,0.269083895,0.252586131,0.215032048,0.365435584,0.359490206,0.303384584,0.225102211,0.291844939
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4498,0.272538197,0.240144679,0.296781694,0.238131252,0.471002952,0.296281405,0.339611122,0.211315677,0.260239656
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4499,0.315616107,0.242404757,0.349628319,0.227086129,0.446786419,0.372183592,0.329760994,0.231253888,0.26357667
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4500,0.289605172,0.239919769,0.266470415,0.250252786,0.483897127,0.383153079,0.348888163,0.217649339,0.23682016
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4501,0.309844946,0.218409043,0.396646972,0.214820763,0.410979881,0.369848827,0.367018838,0.204677566,0.24414233
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4502,0.409694379,0.255427243,0.326103763,0.219474159,0.307948317,0.357241508,0.353137542,0.214259859,0.230432272
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4503,0.367963809,0.232046524,0.519282634,0.245589853,0.445604846,0.336420044,0.363792122,0.232599438,0.251151847
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4504,0.372594166,0.249146897,0.303511642,0.241733849,0.384941871,0.312365794,0.375141803,0.19448973,0.261609826
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4505,0.364541941,0.25357201,0.293861849,0.22429846,0.448352898,0.292875353,0.255968143,0.204885116,0.279242993
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4506,0.412839876,0.248523377,0.332862374,0.252817154,0.446195884,0.311997319,0.315756302,0.217952196,0.250591431
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4507,0.364647489,0.261618576,0.378592755,0.241680728,0.251957059,0.344327033,0.32978588,0.210310531,0.268664636
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4508,0.332141217,0.233191516,0.33473469,0.257416513,0.350328877,0.277415497,0.414551581,0.262485023,0.283522476
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4509,0.298099641,0.260493208,0.332530172,0.218006474,0.28509515,0.297193196,0.284327913,0.218303064,0.281490246
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4510,0.36323748,0.228287817,0.241422438,0.239070426,0.463392114,0.336479916,0.304330307,0.210523364,0.296989833
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4511,0.291243896,0.272219612,0.30420016,0.194008224,0.46432841,0.394804339,0.412318459,0.224348863,0.261568454
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4512,0.358919934,0.258427817,0.242489596,0.212877045,0.333290555,0.4141687,0.265559386,0.2151922,0.253844609
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4513,0.419391287,0.257250389,0.310503386,0.247453814,0.476383693,0.460337011,0.36861226,0.227674144,0.273395937
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4514,0.341388386,0.253058662,0.379093798,0.232636497,0.433471134,0.328649449,0.294616079,0.229689635,0.265518714
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4515,0.289900573,0.238817372,0.431342457,0.238481941,0.313395711,0.315185151,0.316595265,0.211118997,0.251898201
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4516,0.356571427,0.266304425,0.387032497,0.211764038,0.470996953,0.434407782,0.323754471,0.23052463,0.23871691
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4517,0.298291342,0.25084656,0.251048376,0.203153944,0.400261882,0.372086704,0.310911435,0.194635214,0.272060364
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4518,0.292030361,0.262062771,0.273131631,0.2406468,0.389380547,0.212676839,0.328823522,0.224716407,0.271193369
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4519,0.320388054,0.245347372,0.339756039,0.205141363,0.337876011,0.311207962,0.371164643,0.206316161,0.274290016
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4520,0.236787179,0.227627224,0.319157658,0.252452709,0.487572521,0.319571752,0.384480019,0.228383538,0.243430453
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4521,0.319058303,0.250297425,0.338169047,0.229287585,0.416017435,0.39521566,0.328781791,0.237762496,0.280754124
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4522,0.305057036,0.277586887,0.378363831,0.219474159,0.388198541,0.290408444,0.332981708,0.217787102,0.283916397
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4523,0.235314785,0.234645748,0.308929377,0.23978471,0.468380795,0.418142032,0.384394429,0.209518287,0.27108846
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4524,0.295534486,0.246797159,0.381134801,0.215462957,0.351692661,0.312519417,0.285019423,0.212970038,0.270674135
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4525,0.258705063,0.223707817,0.262968303,0.251081779,0.457211257,0.341410774,0.298104663,0.221539527,0.259548795
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4526,0.385890718,0.276025455,0.311125116,0.236391343,0.404054208,0.294434638,0.282007062,0.239796503,0.284519038
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4527,0.373806652,0.270231221,0.401262447,0.221782774,0.440316223,0.452030086,0.435637636,0.20727114,0.275294247
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4528,0.359370961,0.272953781,0.349665842,0.240566946,0.388826453,0.411417569,0.316846662,0.256451503,0.268047689
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4529,0.277853387,0.233502062,0.477967222,0.22968056,0.436240079,0.399356953,0.274637188,0.214327507,0.260088684
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4530,0.315842185,0.226754838,0.279207694,0.229220857,0.334905123,0.335754419,0.255616863,0.22528188,0.302558292
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4531,0.304460645,0.245414811,0.335894196,0.242057495,0.37815548,0.2981929,0.45814148,0.232620775,0.308605066
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4532,0.401149536,0.250434174,0.270492201,0.212408429,0.321966844,0.401480717,0.318373448,0.211616503,0.286290541
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4533,0.287087957,0.239474246,0.349341475,0.24894055,0.386895511,0.274066187,0.35306252,0.20453383,0.298812243
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4534,0.334131908,0.23658022,0.238695692,0.25216699,0.237863686,0.310144093,0.340904911,0.20416636,0.268390696
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4535,0.307861487,0.229531822,0.265700087,0.251620168,0.437372086,0.307239083,0.378114177,0.221870835,0.285854746
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4536,0.42751725,0.244329625,0.381959662,0.224976435,0.453434759,0.2895313,0.30058616,0.198788156,0.28043823
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4537,0.302673817,0.258829301,0.380571072,0.216246108,0.24935873,0.288647204,0.30342748,0.242768089,0.307642541
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4538,0.39635402,0.253284594,0.327649639,0.236230425,0.369923152,0.474081735,0.355958275,0.21388088,0.24712551
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4539,0.335614769,0.244072796,0.312163335,0.213340528,0.401501581,0.241709422,0.392874303,0.219727156,0.248851889
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4540,0.36649738,0.235756897,0.368522202,0.247267596,0.45021715,0.309336015,0.380652486,0.187983774,0.2532378
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4541,0.338463614,0.248458435,0.285929651,0.219968043,0.458178652,0.396445647,0.308915012,0.193080146,0.258824354
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4542,0.351247814,0.268776484,0.329752541,0.220752525,0.395173805,0.405844294,0.407443777,0.235944453,0.264920169
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4543,0.338590858,0.25080568,0.246074128,0.220367412,0.45783131,0.327914538,0.262728158,0.224305837,0.259294755
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4544,0.338165289,0.231119266,0.394632088,0.247477499,0.407940158,0.358862926,0.362811702,0.229450163,0.255005228
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4545,0.415500722,0.241564914,0.329562119,0.248187605,0.273127402,0.327931979,0.373974013,0.222785545,0.262875179
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4546,0.336444011,0.235270513,0.410408967,0.226099518,0.480179731,0.388319873,0.368776084,0.245698124,0.28303291
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4547,0.298171446,0.247689626,0.358958357,0.213131621,0.427806373,0.436373434,0.303422703,0.228367658,0.24678689
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4548,0.282895863,0.237355167,0.285155562,0.262492364,0.386111691,0.27812344,0.280781607,0.196759462,0.266367747
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4549,0.377456658,0.246378346,0.340263392,0.239737481,0.347885657,0.432073647,0.387866385,0.229283943,0.249041115
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4550,0.300035081,0.232377078,0.396658431,0.244559428,0.452007697,0.309057385,0.26191393,0.19288364,0.244776487
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4551,0.335590748,0.263543482,0.413390746,0.243520214,0.378702508,0.454507503,0.38543134,0.238633962,0.266403064
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4552,0.321023823,0.239489541,0.342804691,0.229864781,0.378898539,0.274584504,0.381206448,0.208132638,0.265520456
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4553,0.348634193,0.229537292,0.295219706,0.22533147,0.473757609,0.284040221,0.334810579,0.222792427,0.27111675
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4554,0.351634566,0.266248867,0.329787789,0.246268147,0.398616715,0.310437466,0.35294962,0.2012559,0.291109317
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4555,0.416623988,0.254195449,0.426197689,0.231892289,0.371479035,0.338479519,0.441159161,0.202243105,0.268072834
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4556,0.438657403,0.248188804,0.29246908,0.244567259,0.395825072,0.366123357,0.288418046,0.207707171,0.279899691
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4557,0.34113899,0.235999435,0.300924985,0.284818828,0.442840161,0.262874853,0.325829872,0.245424507,0.272383487
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4558,0.313756933,0.252584635,0.251235177,0.238251853,0.40555663,0.276530979,0.273999725,0.233392563,0.288969166
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4559,0.286528,0.248622942,0.291111604,0.265437614,0.477843158,0.405651749,0.302371183,0.222877319,0.260096187
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4560,0.248448738,0.247804446,0.300928245,0.25525567,0.374410659,0.435599896,0.433784658,0.2101124,0.24721841
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4561,0.39164779,0.236693191,0.34508267,0.265254552,0.438636744,0.320930467,0.309147683,0.229779155,0.298367877
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4562,0.436161845,0.249150453,0.307550703,0.212274036,0.225578379,0.325754449,0.411007994,0.236504654,0.284438554
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4563,0.309175307,0.230056643,0.331952554,0.230885773,0.410955445,0.282125953,0.325324142,0.220757405,0.250048586
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4564,0.301715165,0.211365861,0.241349101,0.208007257,0.312796258,0.312879329,0.357791313,0.21760272,0.270148426
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4565,0.280537819,0.236142312,0.351172584,0.23348942,0.482850122,0.331794838,0.31374591,0.195806699,0.287498671
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4566,0.277536623,0.220531091,0.279668571,0.249730649,0.445885781,0.377824774,0.371662782,0.239596215,0.260834904
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4567,0.436836473,0.245131102,0.261832796,0.213302966,0.487114056,0.44026991,0.366756119,0.234119345,0.269690032
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4568,0.363743134,0.21497204,0.305040441,0.226641283,0.318972454,0.240415434,0.260828466,0.2248505,0.270342708
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4569,0.282208803,0.249103678,0.266192045,0.187471387,0.473700362,0.343358171,0.314322106,0.181406451,0.276121689
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4570,0.436672476,0.237623129,0.45700297,0.224988844,0.475911746,0.266232009,0.337316654,0.206491385,0.2371252
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4571,0.24790376,0.253014136,0.287007388,0.210284528,0.357031285,0.250395296,0.272713661,0.236678554,0.252353566
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4572,0.341489557,0.225013007,0.277139323,0.234005499,0.468802616,0.395373973,0.274671711,0.209212583,0.269703261
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4573,0.290832073,0.287210122,0.347555907,0.238759082,0.375760133,0.467157733,0.415890342,0.190903612,0.249402222
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4574,0.38870393,0.230249198,0.361726015,0.220109539,0.407709424,0.318929523,0.350587298,0.220591456,0.252927319
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4575,0.454825212,0.222940208,0.329001727,0.236517747,0.265101929,0.207075489,0.374029364,0.192331084,0.260309263
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4576,0.482196502,0.27494528,0.282073429,0.225395732,0.506034049,0.287345774,0.362885794,0.21409428,0.26134712
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4577,0.26433862,0.241263557,0.29460518,0.23854607,0.396536681,0.307554581,0.286641978,0.219967071,0.277326261
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4578,0.358161083,0.259713781,0.280719483,0.207826659,0.475351064,0.395275035,0.51853953,0.205373446,0.257999495
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4579,0.35102185,0.265200766,0.349511553,0.187471387,0.345511888,0.251840564,0.389779983,0.220914213,0.258750561
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4580,0.329816547,0.250675855,0.308298528,0.235300068,0.388245227,0.435423094,0.326382665,0.210728883,0.274269901
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4581,0.323882035,0.290929854,0.347396561,0.253355271,0.354471057,0.327515433,0.370355786,0.219830464,0.266319242
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4582,0.428713562,0.246044948,0.378104258,0.232066308,0.487658298,0.281187183,0.394833707,0.237157982,0.258733812
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4583,0.262982762,0.255075243,0.402543914,0.197705786,0.426752059,0.443471684,0.328319909,0.229024005,0.277468485
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4584,0.438248067,0.250196131,0.441938867,0.250362985,0.37665366,0.387844354,0.356263302,0.242356412,0.257717439
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4585,0.301872605,0.232721875,0.50306275,0.23304905,0.3558988,0.365986418,0.328445856,0.19712543,0.257726123
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4586,0.331557455,0.223495834,0.419184842,0.251506655,0.304782202,0.440634935,0.339642855,0.223621642,0.269762305
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4587,0.431238186,0.262652696,0.443798263,0.225479365,0.458083865,0.424039639,0.397856854,0.23662576,0.282212746
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4588,0.330628705,0.248997266,0.493458515,0.253210381,0.282608873,0.315209628,0.447652831,0.22834573,0.273243316
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4589,0.330613355,0.240625033,0.36108792,0.256605217,0.297354269,0.441561413,0.289254755,0.195112531,0.2467535
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4590,0.302974128,0.255800187,0.300309955,0.208286269,0.309787796,0.33237444,0.316607979,0.207792748,0.264678912
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4591,0.284381001,0.263640369,0.345453908,0.240566946,0.322472019,0.251307077,0.296881623,0.219575324,0.270049704
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4592,0.339932862,0.270842465,0.283438403,0.251333136,0.208252281,0.229325171,0.330433356,0.246115476,0.279358356
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4593,0.426732925,0.252314725,0.337446466,0.217858017,0.36151181,0.283791857,0.34788055,0.211899775,0.266186121
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4594,0.416708039,0.240569416,0.308324755,0.247431062,0.294926978,0.302451665,0.31418254,0.212122562,0.248919637
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4595,0.337569676,0.241005729,0.267776426,0.237972532,0.472696479,0.313728709,0.324832349,0.239819229,0.250393684
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4596,0.30085044,0.230410283,0.38041329,0.193640304,0.415905493,0.310813789,0.244292773,0.229874031,0.272517596
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4597,0.294376131,0.242896067,0.243157471,0.246328084,0.372374866,0.213760297,0.33454054,0.236240142,0.274742131
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4598,0.290806399,0.257920509,0.37878501,0.255630324,0.310722279,0.355190455,0.315252434,0.189219913,0.284821592
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4599,0.251630142,0.280371943,0.348095102,0.203871138,0.467587831,0.365930031,0.343472805,0.199014835,0.30020917
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4600,0.362259047,0.251963796,0.266521254,0.223373823,0.371081372,0.270177235,0.330740981,0.224901437,0.281866814
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4601,0.294815354,0.268852949,0.322712463,0.197705786,0.421298011,0.454559019,0.291111021,0.241208594,0.276654561
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4602,0.333590699,0.230475861,0.37123259,0.220752525,0.455588981,0.353094366,0.298511012,0.206746688,0.287565864
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4603,0.330692927,0.24820488,0.264935908,0.250835402,0.402529458,0.261503353,0.272223534,0.231203245,0.263600424
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4604,0.343401498,0.23771904,0.382569639,0.248692715,0.46687504,0.29374747,0.3658334,0.211130363,0.258417953
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4605,0.342553403,0.239852045,0.30275018,0.229220857,0.389573697,0.307472556,0.288678389,0.219355763,0.289738829
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4606,0.29435001,0.227637455,0.405507458,0.243287217,0.33760132,0.380416734,0.301741832,0.257684733,0.279124858
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4607,0.397909083,0.267850052,0.319627353,0.238390244,0.488277863,0.27410221,0.292018616,0.243274351,0.297690335
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,4608,0.368141074,0.230886138,0.372946971,0.257393257,0.476866763,0.274062333,0.273157968,0.192065585,0.259854564
