bmr,index,model_average,Exponential2,Exponential3,Exponential4,Exponential5,Hill,Power,MichaelisMenten,Linear
"Central tendency: Relative, 0.05: Adversity: 0.05,",356,0.304229437,0.236840901,0.312532952,0.218895306,0.359286837,0.252774628,0.382457175,0.192964897,0.2756879
"Central tendency: Relative, 0.05: Adversity: 0.05,",357,0.235724172,0.233904477,0.302991703,0.249210651,0.483021888,0.322316189,0.385196201,0.243308046,0.281035091
"Central tendency: Relative, 0.05: Adversity: 0.05,",358,0.233676562,0.222515703,0.343993555,0.266428601,0.436465514,0.284121376,0.370669896,0.196837254,0.260418204
"Central tendency: Relative, 0.05: Adversity: 0.05,",359,0.241840664,0.260506331,0.292736395,0.230352731,0.374039343,0.47310415,0.30995739,0.245496806,0.253301104
"Central tendency: Relative, 0.05: Adversity: 0.05,",360,0.242142261,0.263669361,0.312876702,0.249157087,0.456756564,0.421228055,0.383380245,0.220032812,0.267042543
"Central tendency: Relative, 0.05: Adversity: 0.05,",361,0.256259993,0.257313214,0.322952878,0.249893933,0.365044759,0.317838515,0.259767063,0.214828719,0.250760249
"Central tendency: Relative, 0.05: Adversity: 0.05,",362,0.255075697,0.23061416,0.374083366,0.23574725,0.36236554,0.240732915,0.381980446,0.231570034,0.284555393
"Central tendency: Relative, 0.05: Adversity: 0.05,",363,0.23241114,0.223787612,0.304005738,0.214464836,0.4286538,0.287327387,0.369671422,0.204241072,0.269436569
"Central tendency: Relative, 0.05: Adversity: 0.05,",364,0.224630463,0.28177176,0.35384828,0.231506114,0.421719583,0.289030462,0.335192665,0.204500767,0.2744468
"Central tendency: Relative, 0.05: Adversity: 0.05,",365,0.243005618,0.265398348,0.276040515,0.216690616,0.352585855,0.446166748,0.46899925,0.219584641,0.265307761
"Central tendency: Relative, 0.05: Adversity: 0.05,",366,0.24714542,0.257913894,0.294749231,0.229217117,0.462186682,0.306386051,0.305780836,0.24177333,0.251863983
"Central tendency: Relative, 0.05: Adversity: 0.05,",367,0.278181904,0.22191446,0.301179384,0.248551266,0.356966131,0.231936436,0.353120895,0.255651953,0.260668329
"Central tendency: Relative, 0.05: Adversity: 0.05,",368,0.215214725,0.264417256,0.303476998,0.26305489,0.453483135,0.325131521,0.332805172,0.225364371,0.274994004
"Central tendency: Relative, 0.05: Adversity: 0.05,",369,0.247809037,0.241805715,0.352584184,0.2115935,0.36880783,0.493677938,0.302754363,0.210467535,0.286831192
"Central tendency: Relative, 0.05: Adversity: 0.05,",370,0.235458466,0.264041357,0.259650383,0.232553296,0.322433023,0.447725521,0.313731059,0.22631621,0.260467679
"Central tendency: Relative, 0.05: Adversity: 0.05,",371,0.257514216,0.255705555,0.379550411,0.210069945,0.293204979,0.318459787,0.384334612,0.205918001,0.281875401
"Central tendency: Relative, 0.05: Adversity: 0.05,",372,0.236728803,0.25751048,0.285022536,0.241660913,0.40436763,0.4006336,0.390278427,0.229862845,0.265489683
"Central tendency: Relative, 0.05: Adversity: 0.05,",373,0.276746229,0.253519901,0.30382593,0.222707628,0.419320113,0.231349614,0.288853066,0.247960152,0.228502758
"Central tendency: Relative, 0.05: Adversity: 0.05,",374,0.227661122,0.242743563,0.295849429,0.221236725,0.352755691,0.255451481,0.339306007,0.242776959,0.273300639
"Central tendency: Relative, 0.05: Adversity: 0.05,",375,0.240452552,0.267193561,0.332942971,0.227976209,0.445381242,0.287800974,0.427814354,0.218696321,0.278865952
"Central tendency: Relative, 0.05: Adversity: 0.05,",376,0.263709861,0.263551244,0.33479138,0.234599235,0.390779856,0.363507076,0.321465947,0.23760595,0.279314226
"Central tendency: Relative, 0.05: Adversity: 0.05,",377,0.242810277,0.221071049,0.276886495,0.232689287,0.454137906,0.295365564,0.376521621,0.206484899,0.247956854
"Central tendency: Relative, 0.05: Adversity: 0.05,",378,0.250036056,0.296206838,0.324797102,0.209341205,0.336233131,0.329517278,0.382402075,0.229814554,0.302277707
"Central tendency: Relative, 0.05: Adversity: 0.05,",379,0.254117037,0.265685229,0.328170463,0.232396034,0.480063882,0.385263851,0.356260472,0.206559526,0.257609584
"Central tendency: Relative, 0.05: Adversity: 0.05,",380,0.258762908,0.230414664,0.319170253,0.224483368,0.46893583,0.416435215,0.282944074,0.241235097,0.268863965
"Central tendency: Relative, 0.05: Adversity: 0.05,",381,0.236840901,0.248668977,0.410621551,0.203863699,0.359747269,0.237631795,0.355972793,0.196312741,0.268240507
"Central tendency: Relative, 0.05: Adversity: 0.05,",382,0.237762218,0.248017182,0.279162477,0.25528182,0.342719929,0.36425971,0.353999659,0.209951209,0.290174757
"Central tendency: Relative, 0.05: Adversity: 0.05,",383,0.251914688,0.226350914,0.252615528,0.221522912,0.393038336,0.320990065,0.367353188,0.225406649,0.290058872
"Central tendency: Relative, 0.05: Adversity: 0.05,",384,0.261916938,0.269738748,0.28162292,0.233443296,0.404945104,0.311782984,0.300663673,0.212035278,0.312719739
"Central tendency: Relative, 0.05: Adversity: 0.05,",385,0.258198164,0.24719786,0.268607172,0.233511602,0.406286366,0.306817994,0.295474142,0.208758836,0.263579119
"Central tendency: Relative, 0.05: Adversity: 0.05,",386,0.241410707,0.23932856,0.338945911,0.230215474,0.436929075,0.273927846,0.302779059,0.245317858,0.260599462
"Central tendency: Relative, 0.05: Adversity: 0.05,",387,0.244842075,0.253111115,0.348226584,0.2553216,0.257196288,0.34754116,0.287192711,0.228115166,0.266697962
"Central tendency: Relative, 0.05: Adversity: 0.05,",388,0.261722223,0.23208519,0.419006177,0.21670778,0.321926303,0.337545125,0.34788585,0.229958455,0.258055182
"Central tendency: Relative, 0.05: Adversity: 0.05,",389,0.260585424,0.235140283,0.325795757,0.255930522,0.392827248,0.291466725,0.344444175,0.20571641,0.287117274
"Central tendency: Relative, 0.05: Adversity: 0.05,",390,0.222884571,0.24301842,0.275104748,0.231918376,0.401863446,0.274905464,0.329805043,0.266439178,0.278687408
"Central tendency: Relative, 0.05: Adversity: 0.05,",391,0.226581057,0.252224812,0.344287132,0.270997265,0.298388269,0.471851377,0.318508416,0.181970618,0.278346673
"Central tendency: Relative, 0.05: Adversity: 0.05,",392,0.24465917,0.251234711,0.272890757,0.213682655,0.480602363,0.302815403,0.399784593,0.210547042,0.275465967
"Central tendency: Relative, 0.05: Adversity: 0.05,",393,0.245253261,0.262161405,0.314780182,0.262847525,0.431038192,0.33407628,0.334742387,0.212331499,0.253048346
"Central tendency: Relative, 0.05: Adversity: 0.05,",394,0.255475525,0.251352987,0.321389432,0.22781079,0.345318968,0.368013452,0.406770243,0.281496009,0.259076399
"Central tendency: Relative, 0.05: Adversity: 0.05,",395,0.262457519,0.21569401,0.339480996,0.216350917,0.394725072,0.325205276,0.345221273,0.234672759,0.299290361
"Central tendency: Relative, 0.05: Adversity: 0.05,",396,0.238912998,0.246823263,0.349552315,0.246230085,0.449001336,0.470239675,0.326669522,0.253962069,0.294858594
"Central tendency: Relative, 0.05: Adversity: 0.05,",397,0.253299608,0.240515767,0.384588368,0.248433072,0.356509803,0.274410645,0.469539993,0.215608873,0.277908747
"Central tendency: Relative, 0.05: Adversity: 0.05,",398,0.241296737,0.232452782,0.324447965,0.248960548,0.37279658,0.268773502,0.375428503,0.212663831,0.25583918
"Central tendency: Relative, 0.05: Adversity: 0.05,",399,0.236468182,0.230483729,0.343480177,0.235901562,0.358802711,0.308334658,0.307985026,0.229107558,0.27026935
"Central tendency: Relative, 0.05: Adversity: 0.05,",400,0.248899939,0.244674099,0.370977796,0.255085543,0.455425057,0.277148725,0.399340383,0.209771229,0.259752831
"Central tendency: Relative, 0.05: Adversity: 0.05,",401,0.240937973,0.230024316,0.335691306,0.242644898,0.398836608,0.309818321,0.354947722,0.217401353,0.267152244
"Central tendency: Relative, 0.05: Adversity: 0.05,",402,0.234711142,0.254851548,0.424609662,0.249300929,0.467413977,0.205485165,0.430402351,0.23462543,0.237175288
"Central tendency: Relative, 0.05: Adversity: 0.05,",403,0.257854521,0.242534021,0.41139811,0.207615431,0.318225679,0.258296283,0.280607042,0.254416734,0.255380436
"Central tendency: Relative, 0.05: Adversity: 0.05,",404,0.234498204,0.245341888,0.314962024,0.217222147,0.417319325,0.305110613,0.386834707,0.233139268,0.284482383
"Central tendency: Relative, 0.05: Adversity: 0.05,",405,0.25218153,0.253355248,0.372246961,0.234387415,0.472987702,0.223350798,0.338648703,0.204974645,0.245979628
"Central tendency: Relative, 0.05: Adversity: 0.05,",406,0.256658662,0.251989025,0.266266302,0.234857489,0.384443536,0.31609395,0.441580914,0.187199837,0.259050871
"Central tendency: Relative, 0.05: Adversity: 0.05,",407,0.227763791,0.248368601,0.269066713,0.234502869,0.441664464,0.393400308,0.337461621,0.220882004,0.265784543
"Central tendency: Relative, 0.05: Adversity: 0.05,",408,0.264812262,0.228347467,0.420178271,0.23166357,0.370331113,0.351953543,0.288579398,0.23271199,0.292601519
"Central tendency: Relative, 0.05: Adversity: 0.05,",409,0.226038344,0.248284255,0.370565924,0.242502879,0.484941125,0.260297928,0.339719607,0.221482769,0.261355216
"Central tendency: Relative, 0.05: Adversity: 0.05,",410,0.234987716,0.255724082,0.288051479,0.247940791,0.321763425,0.392129128,0.390355809,0.202106819,0.277044686
"Central tendency: Relative, 0.05: Adversity: 0.05,",411,0.270972783,0.230879114,0.328187895,0.246083253,0.244252783,0.310247047,0.359821004,0.206430172,0.274545524
"Central tendency: Relative, 0.05: Adversity: 0.05,",412,0.260179043,0.25218732,0.327659857,0.242614839,0.345227748,0.307397709,0.435098482,0.221856946,0.284701068
"Central tendency: Relative, 0.05: Adversity: 0.05,",413,0.232857716,0.212480722,0.250363832,0.256802283,0.339780928,0.326636462,0.291322547,0.216634532,0.282643284
"Central tendency: Relative, 0.05: Adversity: 0.05,",414,0.247471206,0.257935239,0.465540114,0.249178237,0.22987757,0.47758536,0.558177055,0.217083498,0.256366968
"Central tendency: Relative, 0.05: Adversity: 0.05,",415,0.243332257,0.216060674,0.283814485,0.249175508,0.282380219,0.39298568,0.304711703,0.196508609,0.275566361
"Central tendency: Relative, 0.05: Adversity: 0.05,",416,0.255162968,0.230386705,0.358856489,0.269738234,0.451030185,0.296017851,0.4120134,0.250377525,0.266507398
"Central tendency: Relative, 0.05: Adversity: 0.05,",417,0.234907624,0.242251798,0.227559756,0.23748185,0.450117704,0.357278669,0.303927891,0.24324709,0.258655292
"Central tendency: Relative, 0.05: Adversity: 0.05,",418,0.248668977,0.245036033,0.277157869,0.247104853,0.459866196,0.290260739,0.320785104,0.228792392,0.26571277
"Central tendency: Relative, 0.05: Adversity: 0.05,",419,0.258816067,0.256284957,0.274707775,0.229312661,0.38505437,0.369956891,0.366643587,0.207992246,0.282844696
"Central tendency: Relative, 0.05: Adversity: 0.05,",420,0.245605495,0.246641671,0.429972452,0.228953004,0.256020947,0.334283374,0.319857828,0.190186019,0.24705449
"Central tendency: Relative, 0.05: Adversity: 0.05,",421,0.225654042,0.261901087,0.361724792,0.220569801,0.340428444,0.498629795,0.344893811,0.224371719,0.288602222
"Central tendency: Relative, 0.05: Adversity: 0.05,",422,0.254371586,0.234131412,0.313349371,0.23309275,0.415221129,0.311793134,0.384766939,0.241475673,0.263683823
"Central tendency: Relative, 0.05: Adversity: 0.05,",423,0.243371275,0.265783716,0.375368937,0.262708484,0.308789282,0.467060344,0.360147259,0.237514969,0.290818587
"Central tendency: Relative, 0.05: Adversity: 0.05,",424,0.257831091,0.23712958,0.374608565,0.226018352,0.414259358,0.398286256,0.281327514,0.261884233,0.257637644
"Central tendency: Relative, 0.05: Adversity: 0.05,",425,0.247289705,0.260369717,0.34236127,0.257476883,0.472430894,0.355330854,0.310757196,0.20773728,0.250725455
"Central tendency: Relative, 0.05: Adversity: 0.05,",426,0.217610363,0.249692289,0.332553439,0.224205681,0.413887033,0.261398639,0.309624033,0.210548458,0.252757643
"Central tendency: Relative, 0.05: Adversity: 0.05,",427,0.24210226,0.250604596,0.411082796,0.235904324,0.342335227,0.333292762,0.272363156,0.172472121,0.271115255
"Central tendency: Relative, 0.05: Adversity: 0.05,",428,0.268815798,0.243411369,0.410894445,0.258923655,0.368546346,0.264759483,0.3745918,0.220557331,0.293302987
"Central tendency: Relative, 0.05: Adversity: 0.05,",429,0.243272867,0.289870881,0.373235434,0.229743457,0.336108683,0.373471281,0.333055153,0.164874593,0.269517727
"Central tendency: Relative, 0.05: Adversity: 0.05,",430,0.235431999,0.244701123,0.301275157,0.238682703,0.464768236,0.258122134,0.526014595,0.239299541,0.281903592
"Central tendency: Relative, 0.05: Adversity: 0.05,",431,0.231782988,0.23193627,0.388705869,0.231159345,0.467963653,0.280837895,0.324803126,0.230173151,0.279980475
"Central tendency: Relative, 0.05: Adversity: 0.05,",432,0.260208368,0.275655232,0.264298194,0.23712166,0.468018978,0.280459432,0.418218033,0.224996762,0.278240787
"Central tendency: Relative, 0.05: Adversity: 0.05,",433,0.236448808,0.265147741,0.327843686,0.254030693,0.436277766,0.359429805,0.349802943,0.216331823,0.258970832
"Central tendency: Relative, 0.05: Adversity: 0.05,",434,0.244748581,0.268419762,0.28472529,0.228875866,0.470590624,0.353424787,0.389313228,0.194237709,0.26613183
"Central tendency: Relative, 0.05: Adversity: 0.05,",435,0.273998859,0.247897649,0.389563692,0.209786537,0.415807831,0.372183975,0.313289785,0.211161898,0.270096396
"Central tendency: Relative, 0.05: Adversity: 0.05,",436,0.238014731,0.230625557,0.284191195,0.235854118,0.471769543,0.304549251,0.322438889,0.232731917,0.266611443
"Central tendency: Relative, 0.05: Adversity: 0.05,",437,0.215475317,0.242268135,0.253157672,0.220395262,0.3413161,0.243333618,0.345207359,0.220829318,0.268075293
"Central tendency: Relative, 0.05: Adversity: 0.05,",438,0.232658378,0.238294453,0.303053398,0.199012757,0.382492277,0.292327565,0.347281137,0.152090006,0.27297214
"Central tendency: Relative, 0.05: Adversity: 0.05,",439,0.248940739,0.254070146,0.284124972,0.197164578,0.440587172,0.352935637,0.318901167,0.223737955,0.268331109
"Central tendency: Relative, 0.05: Adversity: 0.05,",440,0.258037428,0.23672351,0.302764875,0.236216948,0.256524924,0.254050075,0.395388333,0.211850979,0.251095454
"Central tendency: Relative, 0.05: Adversity: 0.05,",441,0.245905904,0.24465917,0.310526256,0.221492886,0.395269098,0.334662535,0.344950955,0.246190381,0.264745578
"Central tendency: Relative, 0.05: Adversity: 0.05,",442,0.252203291,0.268554219,0.28137143,0.254302004,0.329091196,0.270318133,0.314539561,0.209720078,0.287559306
"Central tendency: Relative, 0.05: Adversity: 0.05,",443,0.250859061,0.266464384,0.33600261,0.245223732,0.480665222,0.207462525,0.300235439,0.240489629,0.26493383
"Central tendency: Relative, 0.05: Adversity: 0.05,",444,0.281616461,0.276643517,0.335670438,0.255862826,0.30267427,0.374430822,0.4059236,0.224431242,0.284406245
"Central tendency: Relative, 0.05: Adversity: 0.05,",445,0.260257592,0.221496437,0.438779928,0.192578061,0.467634967,0.343317512,0.33980454,0.257008106,0.250481243
"Central tendency: Relative, 0.05: Adversity: 0.05,",446,0.276128546,0.234884987,0.278674717,0.208453536,0.383501616,0.289039135,0.350529079,0.213418683,0.269168136
"Central tendency: Relative, 0.05: Adversity: 0.05,",447,0.225936743,0.26995109,0.332178332,0.232610294,0.439450963,0.237845783,0.424650987,0.226641812,0.249083631
"Central tendency: Relative, 0.05: Adversity: 0.05,",448,0.237932889,0.255578893,0.305799652,0.236877604,0.377785718,0.263343182,0.288598291,0.199975685,0.251879219
"Central tendency: Relative, 0.05: Adversity: 0.05,",449,0.23897519,0.246091796,0.325021485,0.221226005,0.374515182,0.306972428,0.291510124,0.245635615,0.27172082
"Central tendency: Relative, 0.05: Adversity: 0.05,",450,0.246164293,0.236976532,0.415886761,0.231487763,0.44502109,0.283945629,0.321153881,0.208416151,0.275910118
"Central tendency: Relative, 0.05: Adversity: 0.05,",451,0.245071432,0.227729253,0.289328213,0.258661432,0.480727844,0.226313521,0.268178114,0.209481272,0.248731553
"Central tendency: Relative, 0.05: Adversity: 0.05,",452,0.254809836,0.221477858,0.400303892,0.237016515,0.422070631,0.23108603,0.366600995,0.194870233,0.274713402
"Central tendency: Relative, 0.05: Adversity: 0.05,",453,0.246720687,0.225900288,0.270269804,0.215952761,0.474908527,0.329897728,0.366006405,0.264961447,0.246040392
"Central tendency: Relative, 0.05: Adversity: 0.05,",454,0.230563429,0.271191475,0.264949475,0.242749803,0.254577096,0.477377692,0.413074788,0.22180497,0.271958188
"Central tendency: Relative, 0.05: Adversity: 0.05,",455,0.249158521,0.250195784,0.328328649,0.200266558,0.374532984,0.472333485,0.441532585,0.224809995,0.267280396
"Central tendency: Relative, 0.05: Adversity: 0.05,",456,0.247113408,0.265308857,0.329653749,0.235723295,0.400094366,0.249513231,0.353718542,0.236138861,0.267151393
"Central tendency: Relative, 0.05: Adversity: 0.05,",457,0.255629231,0.231702611,0.31116337,0.265662165,0.441318383,0.24901133,0.291929008,0.249837049,0.272742197
"Central tendency: Relative, 0.05: Adversity: 0.05,",458,0.22984105,0.261809689,0.3323012,0.242415926,0.464898332,0.347296891,0.393012758,0.250755094,0.309204273
"Central tendency: Relative, 0.05: Adversity: 0.05,",459,0.226631616,0.234178135,0.248087884,0.238831963,0.464859136,0.309811469,0.407076681,0.208887906,0.241655544
"Central tendency: Relative, 0.05: Adversity: 0.05,",460,0.2378775,0.23810455,0.373721296,0.24338773,0.242582486,0.288294137,0.28102334,0.254721199,0.260795645
"Central tendency: Relative, 0.05: Adversity: 0.05,",461,0.241211913,0.27173214,0.286937319,0.259444301,0.475188079,0.315678157,0.301044867,0.239895725,0.268266767
"Central tendency: Relative, 0.05: Adversity: 0.05,",462,0.236296875,0.249858615,0.31168253,0.242571107,0.454202593,0.235081044,0.277718462,0.241660428,0.30191267
"Central tendency: Relative, 0.05: Adversity: 0.05,",463,0.257935239,0.246686087,0.341833761,0.200183235,0.33044142,0.354264634,0.372773074,0.208011189,0.268402335
"Central tendency: Relative, 0.05: Adversity: 0.05,",464,0.27113072,0.270898249,0.413078609,0.235595125,0.446129976,0.276332513,0.466702826,0.19764446,0.266187912
"Central tendency: Relative, 0.05: Adversity: 0.05,",465,0.262838397,0.254188402,0.441241989,0.253749325,0.480246855,0.246548914,0.295118706,0.208905383,0.28580865
"Central tendency: Relative, 0.05: Adversity: 0.05,",466,0.24090263,0.238656652,0.464141547,0.249795196,0.326932775,0.470544692,0.319934445,0.245496806,0.27045803
"Central tendency: Relative, 0.05: Adversity: 0.05,",467,0.230636553,0.23877263,0.32301386,0.202260002,0.407339374,0.287830968,0.379820699,0.233455287,0.245360599
"Central tendency: Relative, 0.05: Adversity: 0.05,",468,0.266967175,0.282268382,0.321103695,0.248885512,0.285050744,0.314729291,0.333416637,0.235072963,0.272061849
"Central tendency: Relative, 0.05: Adversity: 0.05,",469,0.229765672,0.262472529,0.350345867,0.274108176,0.314875559,0.256036743,0.275335471,0.235760835,0.269733903
"Central tendency: Relative, 0.05: Adversity: 0.05,",470,0.25676121,0.241921512,0.373743006,0.206242581,0.466416385,0.277783582,0.352514186,0.205979578,0.274809817
"Central tendency: Relative, 0.05: Adversity: 0.05,",471,0.219804807,0.26662396,0.307057268,0.236649578,0.395703489,0.429890746,0.39938601,0.239639681,0.274264556
"Central tendency: Relative, 0.05: Adversity: 0.05,",472,0.245203411,0.252055278,0.278681396,0.263034704,0.472765327,0.357418545,0.41492278,0.216579983,0.285576149
"Central tendency: Relative, 0.05: Adversity: 0.05,",473,0.289252416,0.240481282,0.361957849,0.236630502,0.344731172,0.225382804,0.378476334,0.22350188,0.255737282
"Central tendency: Relative, 0.05: Adversity: 0.05,",474,0.240148055,0.248106598,0.355682984,0.220827236,0.393886328,0.303066528,0.349430169,0.235951582,0.280143551
"Central tendency: Relative, 0.05: Adversity: 0.05,",475,0.22249995,0.283241958,0.374212903,0.201796928,0.46343734,0.23890149,0.273242149,0.216870392,0.269568147
"Central tendency: Relative, 0.05: Adversity: 0.05,",476,0.225615421,0.244897292,0.275315087,0.250761033,0.263540195,0.306840489,0.310509268,0.231340578,0.286642335
"Central tendency: Relative, 0.05: Adversity: 0.05,",477,0.291745494,0.23649008,0.243923827,0.236573478,0.373717744,0.322339647,0.328789394,0.189453659,0.256747498
"Central tendency: Relative, 0.05: Adversity: 0.05,",478,0.259591012,0.223217244,0.259095934,0.219194127,0.320369407,0.385578216,0.372153689,0.243837576,0.274163056
"Central tendency: Relative, 0.05: Adversity: 0.05,",479,0.242644298,0.251401134,0.279446773,0.234511503,0.449768659,0.23475385,0.371112649,0.223943022,0.27605762
"Central tendency: Relative, 0.05: Adversity: 0.05,",480,0.254284924,0.237932404,0.255597937,0.245991678,0.412604415,0.402943999,0.297685966,0.207091283,0.266329761
"Central tendency: Relative, 0.05: Adversity: 0.05,",481,0.314292432,0.260914848,0.364996414,0.255550906,0.386256939,0.225233319,0.278094185,0.225546568,0.284620592
"Central tendency: Relative, 0.05: Adversity: 0.05,",482,0.280826699,0.231024944,0.27939377,0.243076406,0.470225541,0.261867037,0.465438316,0.231696195,0.257572497
"Central tendency: Relative, 0.05: Adversity: 0.05,",483,0.245291184,0.223992847,0.35197131,0.23759258,0.388897663,0.293216816,0.321372367,0.237891814,0.274887596
"Central tendency: Relative, 0.05: Adversity: 0.05,",484,0.248380385,0.288895498,0.275087372,0.238052457,0.469284572,0.406133827,0.386483275,0.230376777,0.293162046
"Central tendency: Relative, 0.05: Adversity: 0.05,",485,0.253227383,0.259994638,0.263181355,0.239580397,0.427899191,0.411843499,0.36733097,0.213346925,0.244355667
"Central tendency: Relative, 0.05: Adversity: 0.05,",486,0.241558925,0.231257574,0.352878021,0.226270609,0.458819704,0.289213265,0.258360917,0.207322293,0.258629024
"Central tendency: Relative, 0.05: Adversity: 0.05,",487,0.250039273,0.243968905,0.292934264,0.217205092,0.475695118,0.451754516,0.366224871,0.207723958,0.26263065
"Central tendency: Relative, 0.05: Adversity: 0.05,",488,0.238724535,0.230133935,0.249708717,0.216054731,0.391625338,0.407089298,0.286528788,0.23701685,0.264998973
"Central tendency: Relative, 0.05: Adversity: 0.05,",489,0.236273945,0.238202334,0.392910008,0.269424462,0.222201789,0.387532642,0.320681558,0.201242891,0.264843076
"Central tendency: Relative, 0.05: Adversity: 0.05,",490,0.208270617,0.248555955,0.337411755,0.25137351,0.220396751,0.333979379,0.337915587,0.205409677,0.248058641
"Central tendency: Relative, 0.05: Adversity: 0.05,",491,0.262173758,0.232252354,0.252509396,0.222721157,0.379803441,0.303843372,0.378247322,0.229665913,0.253402441
"Central tendency: Relative, 0.05: Adversity: 0.05,",492,0.269730707,0.252660439,0.313249329,0.23130339,0.426216001,0.244404352,0.323650744,0.206266085,0.267481903
"Central tendency: Relative, 0.05: Adversity: 0.05,",493,0.259771566,0.235246222,0.35477996,0.268537138,0.476726744,0.308393189,0.320714366,0.235303286,0.286367404
"Central tendency: Relative, 0.05: Adversity: 0.05,",494,0.262100976,0.244515094,0.347264566,0.201749639,0.314880421,0.334169292,0.288194675,0.210783379,0.254162895
"Central tendency: Relative, 0.05: Adversity: 0.05,",495,0.235818059,0.227513253,0.311206068,0.253339224,0.42390202,0.330303227,0.468384442,0.246984396,0.278588542
"Central tendency: Relative, 0.05: Adversity: 0.05,",496,0.251920313,0.261568075,0.288451744,0.256222891,0.44973451,0.295881125,0.457107453,0.260311537,0.28133875
"Central tendency: Relative, 0.05: Adversity: 0.05,",497,0.241880598,0.277452451,0.369852393,0.243799963,0.428608822,0.327501928,0.322729217,0.206574642,0.293542903
"Central tendency: Relative, 0.05: Adversity: 0.05,",498,0.259685841,0.225108941,0.368850213,0.247754899,0.332104808,0.341219337,0.400707821,0.234156244,0.285097186
"Central tendency: Relative, 0.05: Adversity: 0.05,",499,0.246751951,0.246549593,0.359771334,0.240604816,0.418555268,0.326044993,0.347781928,0.236491458,0.278658223
"Central tendency: Relative, 0.05: Adversity: 0.05,",500,0.270000492,0.236468182,0.324155797,0.229191511,0.441965914,0.341396165,0.397450195,0.223422636,0.265474043
"Central tendency: Relative, 0.05: Adversity: 0.05,",501,0.262274407,0.259811218,0.5238557,0.240877702,0.436916432,0.390056196,0.323358718,0.227872424,0.272964522
"Central tendency: Relative, 0.05: Adversity: 0.05,",502,0.248023813,0.236271772,0.272178938,0.234438176,0.43721038,0.5015039,0.356123573,0.232371728,0.258852955
"Central tendency: Relative, 0.05: Adversity: 0.05,",503,0.291994665,0.252073612,0.242171459,0.22045806,0.274511253,0.288277376,0.440095241,0.186738096,0.275581027
"Central tendency: Relative, 0.05: Adversity: 0.05,",504,0.267077643,0.254097055,0.38189983,0.241785114,0.397290562,0.30787011,0.313524042,0.213062458,0.290047623
"Central tendency: Relative, 0.05: Adversity: 0.05,",505,0.261088479,0.259982655,0.290287799,0.242192586,0.37871482,0.34374148,0.25115177,0.215688602,0.267609562
"Central tendency: Relative, 0.05: Adversity: 0.05,",506,0.217775301,0.255319723,0.28621132,0.240457567,0.377808294,0.277342731,0.278727915,0.218011737,0.271627591
"Central tendency: Relative, 0.05: Adversity: 0.05,",507,0.262197994,0.252407465,0.401573605,0.210881981,0.369231013,0.330426516,0.325133491,0.192253926,0.258689068
"Central tendency: Relative, 0.05: Adversity: 0.05,",508,0.250426535,0.225191601,0.347290516,0.225121135,0.341597435,0.273030805,0.405540512,0.226642337,0.272511051
"Central tendency: Relative, 0.05: Adversity: 0.05,",509,0.271844695,0.234182761,0.324539108,0.248579833,0.283913287,0.275982294,0.351802138,0.208177442,0.250455165
"Central tendency: Relative, 0.05: Adversity: 0.05,",510,0.225337687,0.275794056,0.272803166,0.256114184,0.477893893,0.400083154,0.344323999,0.178488563,0.272028697
"Central tendency: Relative, 0.05: Adversity: 0.05,",511,0.247638676,0.21552976,0.310156807,0.235490215,0.399856761,0.445978918,0.365310298,0.22531709,0.271933404
"Central tendency: Relative, 0.05: Adversity: 0.05,",512,0.24146804,0.248380385,0.34331926,0.233398642,0.403737995,0.29173128,0.333033622,0.212216325,0.27195425
"Central tendency: Relative, 0.05: Adversity: 0.05,",513,0.260204688,0.233392352,0.350388079,0.220014708,0.33237022,0.381555568,0.291116069,0.221896102,0.294880973
"Central tendency: Relative, 0.05: Adversity: 0.05,",514,0.250604823,0.238905884,0.41329437,0.273778053,0.366692209,0.284999145,0.346005312,0.22452392,0.262717085
"Central tendency: Relative, 0.05: Adversity: 0.05,",515,0.234965817,0.231698216,0.335799943,0.236136051,0.295422506,0.410331043,0.374196943,0.245011916,0.263695236
"Central tendency: Relative, 0.05: Adversity: 0.05,",516,0.248669342,0.264236841,0.320692279,0.19943035,0.476798295,0.28656117,0.300806553,0.2303934,0.281111926
"Central tendency: Relative, 0.05: Adversity: 0.05,",517,0.239871086,0.242548521,0.297743146,0.2115935,0.308250215,0.448906925,0.332067561,0.201835628,0.291075277
"Central tendency: Relative, 0.05: Adversity: 0.05,",518,0.247197656,0.232335689,0.362020184,0.225110992,0.441300415,0.304560669,0.428584396,0.216557979,0.269254149
"Central tendency: Relative, 0.05: Adversity: 0.05,",519,0.272484804,0.253317695,0.289581403,0.193927296,0.308313955,0.260486844,0.26830919,0.205997652,0.277880531
"Central tendency: Relative, 0.05: Adversity: 0.05,",520,0.24368144,0.235480032,0.264497177,0.238870829,0.466039815,0.304353099,0.306685992,0.209043442,0.275058748
"Central tendency: Relative, 0.05: Adversity: 0.05,",521,0.231901937,0.249944515,0.502428151,0.2306019,0.390806899,0.216498486,0.29851008,0.183629946,0.266862516
"Central tendency: Relative, 0.05: Adversity: 0.05,",522,0.266018497,0.249454247,0.341757855,0.203279667,0.427271473,0.36664475,0.376497062,0.19904251,0.253120271
"Central tendency: Relative, 0.05: Adversity: 0.05,",523,0.262803849,0.242671845,0.350786011,0.225248549,0.363776092,0.443223199,0.345201765,0.199155353,0.245470072
