bmr,index,model_average,Exponential2,Exponential3,Exponential4,Exponential5,Hill,Power,MichaelisMenten,Linear
"Central tendency: Relative, 0.05: Adversity: 0.05,",57,0.23571911,0.231224982,0.264147698,0.15877664,0.323454362,0.229004691,0.274088062,0.204048346,0.237443827
"Central tendency: Relative, 0.05: Adversity: 0.05,",58,0.240014259,0.215680057,0.259874981,0.181888048,0.495583446,0.271888179,0.293981777,0.22555562,0.265961681
"Central tendency: Relative, 0.05: Adversity: 0.05,",59,0.218652871,0.226949917,0.285871229,0.158637777,0.547104537,0.220356227,0.323458802,0.138387166,0.232504217
"Central tendency: Relative, 0.05: Adversity: 0.05,",60,0.21747971,0.217219437,0.296599205,0.207360299,0.329199216,0.22836187,0.351854433,0.233569226,0.261261424
"Central tendency: Relative, 0.05: Adversity: 0.05,",61,0.238255684,0.248699439,0.370495009,0.164328188,0.266527622,0.206850299,0.285638524,0.221069716,0.258309074
"Central tendency: Relative, 0.05: Adversity: 0.05,",62,0.210598721,0.208400737,0.241883146,0.17004154,0.586431115,0.250935373,0.249026498,0.24496856,0.270635843
"Central tendency: Relative, 0.05: Adversity: 0.05,",63,0.225972477,0.232499129,0.215083916,0.153263937,0.45922592,0.263423409,0.319849898,0.205689118,0.237851935
"Central tendency: Relative, 0.05: Adversity: 0.05,",64,0.223457653,0.250754454,0.258526657,0.193244749,0.321018186,0.221778771,0.23475829,0.206413611,0.265307864
"Central tendency: Relative, 0.05: Adversity: 0.05,",65,0.231501725,0.206275947,0.236982093,0.176460932,0.301145395,0.138462332,0.315603179,0.224187107,0.255912394
"Central tendency: Relative, 0.05: Adversity: 0.05,",66,0.208565112,0.228760692,0.21922336,0.228837563,0.229967915,0.273270263,0.290880929,0.199480132,0.270271853
"Central tendency: Relative, 0.05: Adversity: 0.05,",67,0.245429316,0.226008073,0.374061273,0.169520575,0.335767944,0.298608927,0.393042648,0.217272461,0.252604206
"Central tendency: Relative, 0.05: Adversity: 0.05,",68,0.206275947,0.223131817,0.239145106,0.205802381,0.344265913,0.267169759,0.294452656,0.230272971,0.266139299
"Central tendency: Relative, 0.05: Adversity: 0.05,",69,0.215642738,0.226406136,0.220715252,0.192253498,0.390719387,0.236194523,0.29284685,0.200314271,0.251447166
"Central tendency: Relative, 0.05: Adversity: 0.05,",70,0.21750967,0.264564425,0.246321093,0.140728327,0.36058093,0.187073396,0.26997156,0.154803473,0.274722157
"Central tendency: Relative, 0.05: Adversity: 0.05,",71,0.23319804,0.231853941,0.315513225,0.123090416,0.256039598,0.290056623,0.416336422,0.212648076,0.236784953
"Central tendency: Relative, 0.05: Adversity: 0.05,",72,0.226900939,0.230087717,0.302080599,0.204330759,0.272849285,0.303837872,0.28846872,0.199641012,0.252068647
"Central tendency: Relative, 0.05: Adversity: 0.05,",73,0.222207814,0.21549694,0.289467202,0.170937845,0.605654639,0.290908441,0.450806248,0.241407376,0.266066465
"Central tendency: Relative, 0.05: Adversity: 0.05,",74,0.223074087,0.258040947,0.299990898,0.22030595,0.381030382,0.397077676,0.349600059,0.219782672,0.24531604
"Central tendency: Relative, 0.05: Adversity: 0.05,",75,0.249223631,0.217765305,0.305297333,0.189296335,0.184904539,0.231177587,0.257440194,0.24887899,0.238133987
"Central tendency: Relative, 0.05: Adversity: 0.05,",76,0.232529694,0.216213981,0.222709316,0.224955488,0.182721373,0.314734945,0.304843713,0.216977272,0.293212209
"Central tendency: Relative, 0.05: Adversity: 0.05,",77,0.206407552,0.217765134,0.277041617,0.225000823,0.284906844,0.296283408,0.290799364,0.226393724,0.248946815
"Central tendency: Relative, 0.05: Adversity: 0.05,",78,0.228602513,0.222287773,0.259453804,0.133512681,0.306639819,0.293231869,0.360796426,0.227249358,0.240392064
"Central tendency: Relative, 0.05: Adversity: 0.05,",79,0.202157305,0.21151068,0.247338149,0.147666648,0.208315796,0.243980789,0.299659216,0.205100851,0.230472992
"Central tendency: Relative, 0.05: Adversity: 0.05,",80,0.247725832,0.213238459,0.263432473,0.225053565,0.568025642,0.223626139,0.264603688,0.248247162,0.265711812
"Central tendency: Relative, 0.05: Adversity: 0.05,",81,0.22141141,0.234280673,0.272853701,0.173348813,0.217233179,0.43294966,0.381076414,0.27582748,0.258889552
"Central tendency: Relative, 0.05: Adversity: 0.05,",82,0.217570742,0.198054765,0.240153469,0.140944472,0.257393666,0.264063738,0.309494785,0.176806926,0.264464271
"Central tendency: Relative, 0.05: Adversity: 0.05,",83,0.206772143,0.244415498,0.231967631,0.199583683,0.223794155,0.27743698,0.321341496,0.237246779,0.258028894
"Central tendency: Relative, 0.05: Adversity: 0.05,",84,0.22071388,0.230320603,0.338085597,0.172882919,0.178654991,0.273342478,0.287152131,0.223995285,0.242836246
"Central tendency: Relative, 0.05: Adversity: 0.05,",85,0.265243604,0.208810111,0.280891588,0.141074582,0.19756517,0.375686948,0.275659167,0.216527507,0.25748701
"Central tendency: Relative, 0.05: Adversity: 0.05,",86,0.191744912,0.235756643,0.236725652,0.105134921,0.239692632,0.37354033,0.34836767,0.18227534,0.266222168
"Central tendency: Relative, 0.05: Adversity: 0.05,",87,0.215613683,0.226444914,0.217291385,0.140942012,0.622271541,0.231985801,0.384725681,0.203408882,0.253267968
"Central tendency: Relative, 0.05: Adversity: 0.05,",88,0.21295484,0.220396859,0.262210407,0.191873143,0.30931811,0.319526419,0.262510186,0.207398847,0.265388936
"Central tendency: Relative, 0.05: Adversity: 0.05,",89,0.252861237,0.224699505,0.219492426,0.179573475,0.26735304,0.215718574,0.300310294,0.228112582,0.256265515
"Central tendency: Relative, 0.05: Adversity: 0.05,",90,0.203833933,0.218696339,0.294346403,0.186279268,0.190541632,0.203768064,0.275039634,0.22598203,0.263775731
"Central tendency: Relative, 0.05: Adversity: 0.05,",91,0.220067227,0.21917996,0.199202946,0.199306881,0.253338014,0.309393953,0.304157867,0.229042047,0.29956273
"Central tendency: Relative, 0.05: Adversity: 0.05,",92,0.20237491,0.228233139,0.248645492,0.182450327,0.601482766,0.262553169,0.399377096,0.193663758,0.277936244
"Central tendency: Relative, 0.05: Adversity: 0.05,",93,0.213632353,0.20768259,0.248497288,0.18570365,0.206071915,0.260918984,0.327060404,0.19701631,0.294903191
"Central tendency: Relative, 0.05: Adversity: 0.05,",94,0.2333669,0.199175378,0.260761804,0.16637879,0.513590371,0.248621659,0.253442886,0.201305652,0.287942335
"Central tendency: Relative, 0.05: Adversity: 0.05,",95,0.226643622,0.219343492,0.304993895,0.157416948,0.269981147,0.238634836,0.284088738,0.220875078,0.259555005
"Central tendency: Relative, 0.05: Adversity: 0.05,",96,0.222914849,0.22649776,0.419212188,0.205137301,0.60653265,0.262616411,0.289731283,0.217592245,0.278095787
"Central tendency: Relative, 0.05: Adversity: 0.05,",97,0.192614329,0.220371194,0.26766564,0.209714509,0.295644196,0.227766357,0.314899684,0.243417607,0.291210385
"Central tendency: Relative, 0.05: Adversity: 0.05,",98,0.223934014,0.22848187,0.323409725,0.185136422,0.58171328,0.195368928,0.306759,0.219508987,0.242897631
"Central tendency: Relative, 0.05: Adversity: 0.05,",99,0.255033765,0.254982151,0.219065319,0.140348885,0.349069599,0.224100358,0.30770474,0.164250732,0.258341028
"Central tendency: Relative, 0.05: Adversity: 0.05,",100,0.232345046,0.219158195,0.243486647,0.222252781,0.23677715,0.296397028,0.26698699,0.19465778,0.27627984
"Central tendency: Relative, 0.05: Adversity: 0.05,",101,0.210783639,0.233757003,0.33578175,0.129424489,0.337177666,0.182553105,0.357980436,0.251720959,0.250682628
"Central tendency: Relative, 0.05: Adversity: 0.05,",102,0.243193913,0.228424531,0.273035856,0.227880573,0.132930732,0.229843255,0.271323324,0.2050228,0.256106462
"Central tendency: Relative, 0.05: Adversity: 0.05,",103,0.20231512,0.210095478,0.261425373,0.184516883,0.170248757,0.219584316,0.266449736,0.195455746,0.276220291
"Central tendency: Relative, 0.05: Adversity: 0.05,",104,0.241483334,0.215614531,0.233607165,0.210884364,0.457729446,0.279710663,0.352100146,0.197650911,0.245541217
"Central tendency: Relative, 0.05: Adversity: 0.05,",105,0.254683331,0.18487426,0.288377702,0.18615177,0.184501784,0.317198722,0.280446188,0.204623576,0.238342209
"Central tendency: Relative, 0.05: Adversity: 0.05,",106,0.227313768,0.213644736,0.32921786,0.193377461,0.230901963,0.190357126,0.359084867,0.229627466,0.265699621
"Central tendency: Relative, 0.05: Adversity: 0.05,",107,0.216607926,0.212895402,0.21617986,0.168298827,0.173699484,0.248956319,0.304757223,0.218300264,0.244207477
"Central tendency: Relative, 0.05: Adversity: 0.05,",108,0.238883509,0.25069219,0.226427322,0.226442561,0.506728315,0.333508276,0.276212459,0.219552363,0.252605476
"Central tendency: Relative, 0.05: Adversity: 0.05,",109,0.223747752,0.224189837,0.23783262,0.154492966,0.598784979,0.237125834,0.265283545,0.238666207,0.229821859
"Central tendency: Relative, 0.05: Adversity: 0.05,",110,0.218522303,0.220314887,0.240575072,0.193790962,0.34053256,0.245379454,0.277166141,0.200027041,0.244769335
"Central tendency: Relative, 0.05: Adversity: 0.05,",111,0.207756696,0.231270937,0.238303611,0.200363492,0.219206735,0.247610272,0.274824097,0.205680391,0.260873675
"Central tendency: Relative, 0.05: Adversity: 0.05,",112,0.253318653,0.218854477,0.23005475,0.16023942,0.584603779,0.237417596,0.315150908,0.236011036,0.238442061
"Central tendency: Relative, 0.05: Adversity: 0.05,",113,0.223730695,0.216278027,0.280905758,0.210313075,0.253758093,0.303053551,0.274963373,0.25493601,0.25158611
"Central tendency: Relative, 0.05: Adversity: 0.05,",114,0.217303535,0.218353295,0.286472013,0.153711688,0.613845798,0.267058301,0.300560062,0.185759806,0.24294709
"Central tendency: Relative, 0.05: Adversity: 0.05,",115,0.20867098,0.217717781,0.318832275,0.126199862,0.358287032,0.209993689,0.290630147,0.157084916,0.251725264
"Central tendency: Relative, 0.05: Adversity: 0.05,",116,0.231314799,0.199253769,0.265146438,0.1978229,0.364797216,0.256854071,0.269125556,0.184554521,0.258097259
"Central tendency: Relative, 0.05: Adversity: 0.05,",117,0.208945167,0.26429323,0.225972348,0.213017074,0.178117387,0.211319637,0.266431223,0.230147924,0.252507042
"Central tendency: Relative, 0.05: Adversity: 0.05,",118,0.205516073,0.218224478,0.284595805,0.170192746,0.215418042,0.260964879,0.273928788,0.171063519,0.266738357
"Central tendency: Relative, 0.05: Adversity: 0.05,",119,0.235401827,0.213114873,0.304982419,0.183990351,0.249721476,0.281293341,0.231637787,0.24108772,0.249927295
"Central tendency: Relative, 0.05: Adversity: 0.05,",120,0.22405341,0.215302189,0.223315316,0.129188748,0.643782498,0.225896852,0.315129168,0.204201702,0.264896576
"Central tendency: Relative, 0.05: Adversity: 0.05,",121,0.210192619,0.224126297,0.29572229,0.155957586,0.166812738,0.379555952,0.390016592,0.20547155,0.291090527
"Central tendency: Relative, 0.05: Adversity: 0.05,",122,0.245566539,0.231735457,0.275791718,0.140577744,0.502080386,0.27790894,0.352407811,0.179300545,0.261287716
"Central tendency: Relative, 0.05: Adversity: 0.05,",123,0.226947071,0.229305035,0.23286332,0.19635246,0.341292153,0.228758069,0.298063623,0.175225762,0.259209274
"Central tendency: Relative, 0.05: Adversity: 0.05,",124,0.217219437,0.203897207,0.330534678,0.189276541,0.35826394,0.299090994,0.292051224,0.176806087,0.283120141
"Central tendency: Relative, 0.05: Adversity: 0.05,",125,0.227694376,0.206558381,0.364386021,0.182002047,0.179283751,0.203109654,0.304319407,0.252372105,0.26654252
"Central tendency: Relative, 0.05: Adversity: 0.05,",126,0.187208541,0.219381061,0.226734302,0.185734499,0.59207507,0.236508932,0.267744214,0.227884523,0.254999178
"Central tendency: Relative, 0.05: Adversity: 0.05,",127,0.216291183,0.231755003,0.244461082,0.197621426,0.25916393,0.280312448,0.275730699,0.224894837,0.289834262
"Central tendency: Relative, 0.05: Adversity: 0.05,",128,0.242684896,0.214157435,0.228845256,0.142944669,0.189113007,0.270552593,0.268741891,0.240502979,0.239776928
"Central tendency: Relative, 0.05: Adversity: 0.05,",129,0.226409107,0.243015108,0.259743023,0.136083378,0.27103693,0.338386043,0.305569761,0.22117986,0.261467564
"Central tendency: Relative, 0.05: Adversity: 0.05,",130,0.227245871,0.219567385,0.255799402,0.173106934,0.320967863,0.170868319,0.333277401,0.222013335,0.252625145
"Central tendency: Relative, 0.05: Adversity: 0.05,",131,0.236399863,0.204406017,0.265138643,0.188941209,0.406494526,0.201256464,0.257528964,0.156172474,0.260958661
"Central tendency: Relative, 0.05: Adversity: 0.05,",132,0.2216721,0.223169037,0.241125823,0.198194005,0.198899005,0.26740173,0.380985468,0.258431121,0.274397599
"Central tendency: Relative, 0.05: Adversity: 0.05,",133,0.218055627,0.212297243,0.31219253,0.185524351,0.134197262,0.326448076,0.293366782,0.248612285,0.258947152
"Central tendency: Relative, 0.05: Adversity: 0.05,",134,0.231449498,0.226406895,0.218424855,0.195853154,0.273726677,0.220477176,0.26288282,0.219966989,0.254835362
"Central tendency: Relative, 0.05: Adversity: 0.05,",135,0.238721574,0.201250587,0.386739455,0.195546897,0.240848823,0.263074633,0.299546472,0.238946148,0.258957945
"Central tendency: Relative, 0.05: Adversity: 0.05,",136,0.223473201,0.223580312,0.238235162,0.147431842,0.202522038,0.209883699,0.345110128,0.210467285,0.261550381
"Central tendency: Relative, 0.05: Adversity: 0.05,",137,0.246366925,0.225682856,0.223030973,0.209927254,0.232547805,0.195168571,0.309902934,0.19415393,0.255053317
"Central tendency: Relative, 0.05: Adversity: 0.05,",138,0.203160719,0.246767342,0.28953202,0.199175408,0.175483247,0.308858991,0.281689465,0.230955336,0.271059927
"Central tendency: Relative, 0.05: Adversity: 0.05,",139,0.261251535,0.236074736,0.264048924,0.125289101,0.305651076,0.256642197,0.26950795,0.25191663,0.273040603
"Central tendency: Relative, 0.05: Adversity: 0.05,",140,0.243472331,0.23676021,0.269712288,0.158306387,0.225568585,0.266519869,0.482030238,0.241512272,0.253145736
"Central tendency: Relative, 0.05: Adversity: 0.05,",141,0.203163678,0.261629308,0.25534666,0.117673066,0.213726052,0.273849508,0.289756455,0.150473839,0.278975359
"Central tendency: Relative, 0.05: Adversity: 0.05,",142,0.200922016,0.242788148,0.274177816,0.201268985,0.412109092,0.209215652,0.279099302,0.243050293,0.254323937
"Central tendency: Relative, 0.05: Adversity: 0.05,",143,0.232268847,0.234317879,0.328320896,0.166438016,0.559908712,0.205259523,0.275478809,0.245069255,0.250231086
"Central tendency: Relative, 0.05: Adversity: 0.05,",144,0.216648144,0.227543235,0.320246403,0.145628602,0.595605301,0.255348762,0.342935908,0.216631031,0.254821653
"Central tendency: Relative, 0.05: Adversity: 0.05,",145,0.199854334,0.239791216,0.232105009,0.204878315,0.228185561,0.240435664,0.290063259,0.214830365,0.24179411
"Central tendency: Relative, 0.05: Adversity: 0.05,",146,0.231676452,0.252991933,0.290674533,0.16431376,0.18828622,0.261686059,0.356657643,0.211533322,0.244559137
"Central tendency: Relative, 0.05: Adversity: 0.05,",147,0.20566418,0.194697236,0.247526973,0.171744193,0.200262742,0.244081218,0.436214551,0.202736219,0.27364261
"Central tendency: Relative, 0.05: Adversity: 0.05,",148,0.211065275,0.244648062,0.298836348,0.160871265,0.186209953,0.292092241,0.227167428,0.210574579,0.256008595
"Central tendency: Relative, 0.05: Adversity: 0.05,",149,0.214944911,0.2090401,0.293375126,0.174300012,0.442736158,0.220450212,0.410161483,0.206554909,0.268613084
"Central tendency: Relative, 0.05: Adversity: 0.05,",150,0.188832832,0.22860737,0.278481466,0.167715095,0.214057484,0.25334314,0.300084592,0.192442855,0.239268041
"Central tendency: Relative, 0.05: Adversity: 0.05,",151,0.214889071,0.212351053,0.301943517,0.160054809,0.267980065,0.316390696,0.268986823,0.243108297,0.259441843
"Central tendency: Relative, 0.05: Adversity: 0.05,",152,0.245518302,0.226837122,0.313041145,0.169108113,0.544710976,0.274521807,0.306596497,0.244730441,0.27795588
"Central tendency: Relative, 0.05: Adversity: 0.05,",153,0.221184068,0.24024228,0.307894223,0.145677461,0.174709363,0.23715581,0.291782213,0.235627994,0.290686056
"Central tendency: Relative, 0.05: Adversity: 0.05,",154,0.205695403,0.184506651,0.243322461,0.23401237,0.166457638,0.258863555,0.258992016,0.224924744,0.258505151
"Central tendency: Relative, 0.05: Adversity: 0.05,",155,0.228299289,0.233155064,0.263504023,0.197122083,0.60646573,0.253230224,0.28532536,0.238686438,0.266896248
"Central tendency: Relative, 0.05: Adversity: 0.05,",156,0.212128918,0.209414375,0.253001125,0.199896459,0.37119941,0.253200618,0.31619631,0.158175621,0.258449696
"Central tendency: Relative, 0.05: Adversity: 0.05,",157,0.233698653,0.208572491,0.219873633,0.195287474,0.118250649,0.218237026,0.269793323,0.187408965,0.265646467
"Central tendency: Relative, 0.05: Adversity: 0.05,",158,0.193439066,0.242795519,0.339401063,0.153346664,0.301104232,0.18843697,0.264996297,0.236367747,0.260128324
"Central tendency: Relative, 0.05: Adversity: 0.05,",159,0.217695863,0.193457244,0.225524285,0.214420391,0.225440135,0.171415821,0.305932498,0.231475132,0.247141392
"Central tendency: Relative, 0.05: Adversity: 0.05,",160,0.247355588,0.241203104,0.251211209,0.150817624,0.593142522,0.25635755,0.269335365,0.219437831,0.272370687
"Central tendency: Relative, 0.05: Adversity: 0.05,",161,0.253192559,0.239178279,0.224127786,0.186358908,0.27676793,0.334736759,0.312677189,0.204411521,0.251515053
"Central tendency: Relative, 0.05: Adversity: 0.05,",162,0.20094894,0.197226496,0.239568469,0.180757602,0.206437039,0.237645594,0.304450725,0.197511636,0.287281985
"Central tendency: Relative, 0.05: Adversity: 0.05,",163,0.209150622,0.206187647,0.288928831,0.152402137,0.325720616,0.190762956,0.273848552,0.181295231,0.253820955
"Central tendency: Relative, 0.05: Adversity: 0.05,",164,0.225783818,0.219511777,0.238662505,0.164707929,0.23400802,0.25583125,0.299376451,0.23351218,0.259400681
"Central tendency: Relative, 0.05: Adversity: 0.05,",165,0.232499129,0.250855367,0.267731474,0.157776319,0.202196227,0.232158009,0.590002282,0.253177216,0.251122112
"Central tendency: Relative, 0.05: Adversity: 0.05,",166,0.234251845,0.220046723,0.233663121,0.202005383,0.412723171,0.260791527,0.255974729,0.234693618,0.245879877
"Central tendency: Relative, 0.05: Adversity: 0.05,",167,0.213388846,0.204079787,0.239900909,0.244002642,0.524413721,0.256171234,0.296593722,0.217397215,0.299077102
