"","M_lnAUC_Utot","SD_lnAUC_Utot","GM_AUC_Utot","GSD_AUC_Utot","TKVF05","TKVF01"
"1",-0.0329933796169455,0.807629,0.96754496508612,2.24258451031518,3.77511743143173,6.54581560887778
"2",1.14353862038305,0.552682,3.13785241100548,1.73790784178997,2.48204047050246,3.61730978309435
"3",1.08440862038305,0.292791,2.95769018375334,1.34016266716238,1.61865950116838,1.97611682667315
"4",1.07865862038305,0.184738,2.94073226593306,1.20290323818964,1.35508877573859,1.536896085403
"5",0.622441620383055,0.620545,1.86347238396552,1.85994143375336,2.77515248138765,4.23593270641135
"6",0.764989620383055,0.399892,2.14897206903256,1.49166358927393,1.93047059845161,2.53523897811578
"7",1.10767862038305,0.681787,3.02732266616594,1.9774082052761,3.06927021930206,4.88453327277939
"8",1.26928862038305,0.207722,3.55832034521433,1.23087093985986,1.40729902907202,1.62130865211911
"9",0.878168620383055,0.657689,2.40648847438951,1.93032619193255,2.94999105179143,4.61823873828843
"10",0.845238620383054,0.295902,2.32853338381053,1.34433840521262,1.62696363644434,1.99047039186353
"11",0.901898620383055,0.0395728,2.46427739970363,1.04036623479003,1.06725663506338,1.09643071465457
"12",0.647357620383055,0.517496,1.91048592440152,1.67782112123559,2.34246822983066,3.3330097327043
"13",0.993348620383055,0.585612,2.7002615005691,1.79608985634325,2.6201878722984,3.90531025645656
"14",-1.21856137961695,1.10298,0.295655196714799,3.01313179105582,6.13641474251285,13.0125617336388
"15",1.08171862038305,0.615874,2.94974468864117,1.85127390608634,2.75391237555465,4.19015267231551
"16",0.818048620383055,0.251067,2.26607355051686,1.28539620299179,1.51129736726312,1.79332095253671
"17",0.0825466203830545,1.12902,1.08604930429341,3.09262424280336,6.40495969059274,13.8252036346417
"18",0.933488620383055,0.246621,2.5433665590334,1.27969401682602,1.50028553450956,1.77486832849071
"19",0.941388620383055,0.450036,2.56353873001314,1.56836864574512,2.09644561588119,2.84892090239101
"20",1.14537862038305,0.300063,3.14363137445767,1.34994385135973,1.63813715291507,2.00983156917258
"21",0.970528620383055,0.813297,2.63933929920264,2.25533157036159,3.81047754141631,6.63269857925358
"22",1.16105862038305,0.459518,3.19331199257638,1.58331064531336,2.12939914621962,2.91246185666929
"23",0.629464620383055,0.40513,1.87660561387464,1.49949742205143,1.94717489420293,2.56632089327402
"24",1.03667862038305,0.344344,2.81983569870767,1.41106395802898,1.76190476613012,2.22791001350704
"25",0.737567620383055,0.13742,2.09084359891682,1.14730991750718,1.25362052580712,1.37669641199948
"26",1.12915862038305,0.204729,3.09305297327524,1.22719245074184,1.40038785591518,1.61005907988606
"27",0.735521620383054,0.267806,2.08657010618728,1.30709353926984,1.55348636121288,1.86453169326157
"28",0.635297620383054,0.318801,1.88758384129382,1.37547757763114,1.68941274625769,2.09937992767489
"29",1.20610862038305,0.677193,3.34046032845643,1.96834482650219,3.04616481658368,4.83260904062449
"30",0.956388620383054,0.56594,2.60228165648473,1.76110244120522,2.53676199241215,3.73061580735549
"31",-0.0211413796169455,0.893886,0.979080532753292,2.44461097539607,4.35059070085337,8.00038604175424
"32",0.586394620383055,0.319198,1.79749606306587,1.37602375063763,1.6905163046973,2.1013197268461
"33",0.974758620383054,0.383466,2.65052735048451,1.46736166130412,1.879010748815,2.44018855721612
"34",1.01027862038305,0.460872,2.7463661020029,1.58545589993675,2.13414688375245,2.92165021100944
"35",0.909308620383054,0.556749,2.48260551704676,1.74499030541002,2.49870003829092,3.65169649413147
"36",0.884198620383055,0.178474,2.42104343900579,1.19539180268256,1.34119848525843,1.514662452447
"37",0.429959620383054,0.759359,1.53719545093158,2.13690602463417,3.48697432745706,5.85053549864188
"38",0.514545620383055,0.42638,1.67287820732042,1.53170271158872,2.01643820354659,2.69637480640241
"39",1.02065862038305,0.83106,2.77502184817343,2.29575094697068,3.92345269318968,6.91252279298278
"40",1.06112862038305,0.180581,2.88963044539783,1.19791314851587,1.34585474965247,1.52210496987571
"41",0.828008620383055,0.152364,2.28875641623689,1.16458406789082,1.28481723417415,1.42539884741451
"42",0.822198620383054,0.39678,2.27549729649939,1.48702874773807,1.92061418345303,2.51695115383209
"43",1.06561862038305,0.379757,2.90263405736035,1.46192929744872,1.86758224797781,2.41922415002416
"44",0.833478620383054,0.240949,2.30131021717754,1.27245613839031,1.48635354698446,1.75160269388783
"45",1.04556862038305,0.358303,2.8450157977734,1.43089911723435,1.80282700121237,2.30144554263712
"46",0.791298620383055,0.51114,2.20625966049181,1.66719070942566,2.3181060230215,3.28408952551359
"47",1.19246862038305,0.269368,3.29520578717807,1.3091368147609,1.55748280545875,1.8713192700599
