bmr,assumption,index,model_average,Exponential2,Exponential3,Exponential4,Exponential5,Hill,Power,MichaelisMenten,Linear
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,319,0.229468417,0.206227848,0.25392388,0.169370221,0.121655592,0.229368245,0.268616832,0.220192798,0.24564997
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,320,0.234247187,0.24719916,0.262433167,0.175987185,0.60647972,0.206080404,0.288933091,0.150936604,0.306501902
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,321,0.218249638,0.23708415,0.221079757,0.151388609,0.188508005,0.183922167,0.272625509,0.237632893,0.263471758
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,322,0.205782691,0.220376692,0.263118616,0.12052222,0.266591687,0.21304456,0.254091813,0.215533995,0.244856456
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,323,0.211000518,0.234987789,0.273743518,0.160327981,0.284350865,0.17220515,0.277648761,0.154967751,0.243784989
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,324,0.203768753,0.213740766,0.241703353,0.1499149,0.128540904,0.248534556,0.402971882,0.215741766,0.253126887
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,325,0.230374498,0.211506814,0.283266315,0.149756132,0.439201534,0.234055482,0.269917477,0.240962721,0.244862887
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,326,0.220284834,0.241975328,0.302117073,0.144588559,0.176612767,0.156167852,0.25834501,0.157557137,0.248616245
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,327,0.242976964,0.230020024,0.217309127,0.21380971,0.222640725,0.246978677,0.293117611,0.197134288,0.264930835
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,328,0.23120952,0.216427461,0.226076353,0.217345047,0.206117838,0.220324408,0.282558739,0.215513732,0.263588732
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,329,0.207418067,0.254658261,0.29666937,0.175668345,0.186717064,0.348559595,0.29721207,0.23904451,0.26914112
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,330,0.261613545,0.200207336,0.244112909,0.138218062,0.187964608,0.256541959,0.253768477,0.228955318,0.242533148
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,331,0.235101908,0.198464814,0.257426057,0.125531805,0.200584937,0.2202497,0.294605527,0.221823384,0.243756176
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,332,0.229954729,0.227624317,0.334657271,0.136636695,0.57064412,0.321786926,0.283854036,0.195278904,0.253761303
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,333,0.213521086,0.208258651,0.255676571,0.186517159,0.511865651,0.274339075,0.303168104,0.242333436,0.243889527
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,334,0.207825979,0.203233101,0.248958434,0.19376621,0.190862829,0.196765737,0.301523737,0.227988551,0.282313074
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,335,0.23030327,0.222752446,0.267454259,0.169229067,0.164236115,0.222153465,0.291022286,0.194601509,0.238009339
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,336,0.238770378,0.219168043,0.213470123,0.18771478,0.180413029,0.246467332,0.292164763,0.224145886,0.246786381
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,337,0.197818229,0.219240477,0.348572067,0.19242096,0.168120871,0.267829422,0.289479826,0.179664103,0.293066714
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,338,0.215806144,0.209064821,0.230515721,0.161878807,0.290181682,0.195249683,0.243408424,0.223281281,0.263982009
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,339,0.229955959,0.20868806,0.27368144,0.168209319,0.643802494,0.267000177,0.265178335,0.157330636,0.25333862
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,340,0.219309068,0.23733945,0.222750812,0.220914957,0.145217193,0.225341335,0.263643531,0.183922598,0.236490545
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,341,0.20594011,0.240406113,0.279179177,0.176083274,0.180888409,0.222825774,0.282738052,0.238290578,0.265364424
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,342,0.214968534,0.224154739,0.248442292,0.126899133,0.294564649,0.248387068,0.382685121,0.20045417,0.261349121
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,343,0.236096784,0.224997851,0.247446735,0.164539749,0.614626542,0.360856246,0.329349618,0.232945163,0.243889904
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,344,0.217372411,0.232277931,0.26142956,0.145355132,0.402243334,0.247651222,0.285153784,0.217107911,0.261500481
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,345,0.221207797,0.201186757,0.284008737,0.150183176,0.195734028,0.244752308,0.360484377,0.208091138,0.26768828
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,346,0.20304385,0.232072083,0.259837458,0.16387326,0.247313085,0.200154183,0.332098894,0.199773065,0.269561751
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,347,0.241443018,0.244238075,0.245828642,0.168692106,0.16243327,0.206759685,0.261372976,0.239711992,0.263043079
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,348,0.239709129,0.221912593,0.230978186,0.215069966,0.302160932,0.222058558,0.283012783,0.233112712,0.249742807
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,349,0.231719016,0.207060429,0.258823138,0.184592718,0.160371553,0.277041202,0.344718005,0.202824967,0.254297135
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,350,0.221313662,0.247342987,0.223409435,0.18089105,0.342732221,0.251460467,0.374507492,0.248947717,0.255467503
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,351,0.205127374,0.24488847,0.235359732,0.159580545,0.174089183,0.234509201,0.285263441,0.130288644,0.22133345
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,352,0.221214615,0.240453869,0.384271513,0.135899416,0.300180096,0.234197321,0.282440209,0.191289164,0.245694704
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,353,0.227125805,0.230504632,0.268727834,0.180898617,0.265993692,0.210410093,0.348056871,0.227027017,0.251584809
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,354,0.217794011,0.235976571,0.34330562,0.171111513,0.378140118,0.187303529,0.262370622,0.201474133,0.271287042
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,355,0.244158407,0.203501894,0.301025854,0.174169768,0.626095577,0.241507397,0.343671248,0.222433221,0.259748608
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,356,0.22223463,0.239964478,0.283893468,0.191990897,0.288765581,0.284519471,0.25192246,0.229945196,0.266108
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,357,0.241055534,0.220741383,0.248917748,0.1803614,0.48939664,0.219985289,0.278677014,0.232347376,0.263844826
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,358,0.214653035,0.225616967,0.230684314,0.160245575,0.18225343,0.217951818,0.362456326,0.205375086,0.263023213
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,359,0.242559215,0.256134021,0.32705678,0.178363553,0.20284891,0.291194305,0.331676753,0.208839974,0.252530328
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,360,0.194465316,0.217789904,0.273911945,0.173960619,0.353569392,0.220998272,0.292839297,0.154283296,0.244327308
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,361,0.199944169,0.219862156,0.258069498,0.194328581,0.257147692,0.206080888,0.242974549,0.229686706,0.232124455
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,362,0.231121539,0.211744887,0.372748651,0.144453438,0.138525566,0.264931363,0.35401367,0.200754953,0.285293624
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,363,0.2137331,0.232735542,0.231352986,0.184582955,0.577417153,0.274203615,0.321685824,0.220462341,0.250677628
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,364,0.197070196,0.233005689,0.235927932,0.13740995,0.256791702,0.20817126,0.303660681,0.221662148,0.29765355
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,365,0.223390206,0.245537817,0.350803367,0.183592851,0.262827457,0.299534374,0.280948698,0.211224976,0.25119565
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,366,0.209614387,0.226160674,0.333370437,0.207833146,0.539781091,0.171790794,0.382428912,0.222012236,0.252685436
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,367,0.220052094,0.235862852,0.303261315,0.23923712,0.124941621,0.175014476,0.250240677,0.179042515,0.265287931
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,368,0.257123919,0.211114485,0.214945649,0.205605814,0.620676321,0.299115831,0.377751297,0.187745865,0.251032909
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,369,0.217049173,0.216865749,0.223348206,0.197682408,0.616299983,0.331617883,0.305451967,0.203483525,0.245081583
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,370,0.250645915,0.249604092,0.271123203,0.151780011,0.15700076,0.206782064,0.359570469,0.243065663,0.268390003
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,371,0.216126947,0.21544377,0.230062481,0.179289689,0.314550608,0.222578934,0.244139181,0.247268233,0.255743225
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,372,0.241321803,0.224622513,0.241150958,0.203944117,0.223796016,0.284330005,0.274047367,0.220719906,0.252330927
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,373,0.222086201,0.21805029,0.259912547,0.21710695,0.35433097,0.220216096,0.293848813,0.238726275,0.258782823
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,374,0.212908283,0.221030149,0.211143158,0.130136051,0.284803864,0.15215556,0.27229873,0.219829298,0.229550993
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,375,0.235550401,0.187185802,0.258003488,0.189327415,0.19595611,0.197895993,0.304959574,0.240207973,0.285493629
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,376,0.247656984,0.211805298,0.241923487,0.221052948,0.634431936,0.267756897,0.273404988,0.227416417,0.251483167
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,377,0.241975328,0.215577585,0.226623804,0.200161615,0.177473621,0.260674294,0.301592205,0.21219285,0.2625835
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,378,0.229904494,0.209880516,0.236555903,0.122327653,0.25349137,0.179615745,0.270265616,0.211029315,0.277330817
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,379,0.237566146,0.245418452,0.343616625,0.139769784,0.586668426,0.314281119,0.274749902,0.229182202,0.265829154
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,380,0.213837267,0.281446791,0.382770468,0.152368791,0.612320883,0.291584533,0.255551123,0.249452451,0.243518657
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,381,0.222661601,0.200274662,0.218628235,0.126847421,0.268302576,0.256902413,0.283937623,0.122186403,0.258859667
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,382,0.237712916,0.218736944,0.275240781,0.136017405,0.192971186,0.230543738,0.316627955,0.177886828,0.251296135
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,383,0.244861154,0.225806736,0.234294307,0.125388948,0.201181016,0.246657679,0.2558937,0.194728397,0.26389847
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,384,0.234252644,0.216730774,0.264735464,0.209170035,0.318443763,0.25448045,0.3754293,0.181172138,0.246963204
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,385,0.219464666,0.247389932,0.319574443,0.175568294,0.189412209,0.29566751,0.276603825,0.231962268,0.300705178
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,386,0.265564153,0.235674711,0.235867009,0.159026134,0.629097633,0.236607189,0.282826545,0.259149317,0.2669586
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,387,0.216805813,0.242556381,0.475040693,0.215141671,0.216359759,0.226151108,0.277623904,0.166350389,0.245750098
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,388,0.192567459,0.228169145,0.281705027,0.167507316,0.160636476,0.206782064,0.317332303,0.223546612,0.256131484
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,389,0.223619203,0.206730221,0.295056075,0.128962485,0.252851788,0.185534052,0.28336997,0.196435832,0.245002212
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,390,0.195461449,0.221442229,0.243752305,0.164288747,0.215980311,0.228177248,0.266688643,0.219459925,0.245271028
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,391,0.259522963,0.211285107,0.274416546,0.205825138,0.263776393,0.270694188,0.262619713,0.16426112,0.270323403
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,392,0.214216176,0.218647701,0.291500297,0.135951477,0.37922079,0.325713112,0.307954789,0.195527801,0.238004203
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,393,0.206298078,0.208481709,0.260536754,0.140619086,0.465095151,0.193012142,0.241658796,0.188020817,0.26135509
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,394,0.231898571,0.271932744,0.319782108,0.178039026,0.534556852,0.203305562,0.288308844,0.212714407,0.295596073
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,395,0.224147833,0.217055048,0.237702407,0.186809749,0.651780287,0.148856624,0.286142669,0.214404721,0.253704777
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,396,0.246690876,0.225521702,0.340232581,0.164314508,0.4315883,0.239088903,0.353982669,0.283492355,0.255102362
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,397,0.216656586,0.24587763,0.219672119,0.173082109,0.550344153,0.271960682,0.265038474,0.246966531,0.255599459
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,398,0.232387,0.210073218,0.314109084,0.167171868,0.256007916,0.330801772,0.294139611,0.071409967,0.263125119
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,399,0.220601525,0.269551143,0.256200655,0.145083521,0.264676005,0.191285531,0.322415533,0.216224117,0.245952586
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,400,0.202530147,0.237257904,0.346619191,0.104534959,0.189506804,0.233861632,0.351217045,0.227973254,0.245141936
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,401,0.210589177,0.226784841,0.306738994,0.177482717,0.328283794,0.211892757,0.255921897,0.238403776,0.249732164
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,402,0.195355126,0.227649541,0.237387493,0.206602961,0.176772301,0.172549397,0.248961249,0.207240943,0.272889452
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,403,0.207792675,0.226267021,0.268867615,0.102099893,0.18387709,0.207201004,0.25897174,0.174315117,0.267092051
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,404,0.250086722,0.236977038,0.265510895,0.171118483,0.257310005,0.236197825,0.271896407,0.229538294,0.26201484
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,405,0.237083961,0.251818535,0.486731688,0.08574717,0.284930486,0.31775738,0.354047008,0.205795712,0.262203069
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,406,0.225971805,0.212789852,0.278019754,0.194074399,0.236466596,0.331371889,0.283507134,0.166435122,0.250251023
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,407,0.234462203,0.205494786,0.275780322,0.107274331,0.320231457,0.242816622,0.300474018,0.189170317,0.245756834
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,408,0.219654065,0.234409445,0.339158051,0.166545717,0.248102767,0.229483057,0.4228271,0.283492355,0.230575505
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,409,0.226588753,0.216159089,0.274030364,0.14953798,0.213953689,0.153506184,0.272907934,0.223516603,0.271644642
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,410,0.205665444,0.206067814,0.233873618,0.171044966,0.6275251,0.234353314,0.250235502,0.238965686,0.247531826
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,411,0.226727082,0.221021577,0.233638678,0.16436768,0.631540681,0.255643155,0.271442622,0.211977381,0.253228509
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,412,0.221380723,0.230313001,0.219728045,0.148854633,0.536693529,0.182352276,0.267149461,0.183854129,0.258518133
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,413,0.242743437,0.209137842,0.296440523,0.189055973,0.133410082,0.253151223,0.283661845,0.202048601,0.263717463
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,414,0.212436255,0.239710158,0.238956522,0.141121451,0.189971793,0.199391866,0.361715312,0.211508467,0.258052944
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,415,0.232676167,0.238766544,0.215207061,0.213401822,0.626687902,0.327465521,0.291448398,0.213350759,0.243600031
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,416,0.237834136,0.208623906,0.332206436,0.146721168,0.225116574,0.195597864,0.301005542,0.215356531,0.262991149
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,417,0.215678978,0.215404273,0.241962256,0.106090682,0.206650355,0.177720995,0.28974647,0.245877165,0.278248096
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,418,0.21124,0.213243193,0.285895275,0.165615828,0.353698086,0.339672099,0.306426198,0.238152361,0.259834298
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,419,0.214545182,0.233746624,0.373588009,0.233262702,0.176082505,0.232649135,0.258666961,0.174416274,0.280948464
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,420,0.210723042,0.233013039,0.349704519,0.119069686,0.240778867,0.216811712,0.559606989,0.236407073,0.246352728
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,421,0.212083534,0.22594418,0.234076946,0.197511013,0.602880235,0.236469572,0.226408391,0.275236011,0.283703017
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,422,0.228652269,0.236268501,0.240348062,0.186997856,0.171547388,0.284138147,0.298184065,0.236680624,0.268032212
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,423,0.254911846,0.198709323,0.234856567,0.152109495,0.580124875,0.17414443,0.269284088,0.213717199,0.254049403
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,424,0.235129317,0.231667337,0.33570278,0.170731805,0.407578671,0.250941943,0.411521959,0.16615652,0.256080196
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,425,0.225164405,0.208103931,0.230714637,0.219385281,0.60979065,0.288377628,0.267719777,0.185935675,0.244552342
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,426,0.218955368,0.222183174,0.25318447,0.154479072,0.297954363,0.128310823,0.264520364,0.231849091,0.256693382
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,427,0.219107639,0.21153899,0.208656248,0.129385819,0.361549342,0.158247859,0.302439018,0.186361446,0.279360067
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,428,0.223437845,0.254059086,0.451939975,0.166971777,0.302792789,0.23349424,0.293835203,0.187861876,0.238533868
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,429,0.2279269,0.209999262,0.245946192,0.177284988,0.254521993,0.246610152,0.314939944,0.115064757,0.268377956
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,430,0.19814952,0.224846991,0.294117116,0.111995916,0.300116939,0.249503718,0.269704269,0.228831083,0.257145566
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,431,0.212386372,0.212789852,0.276673162,0.183686452,0.453024252,0.290937637,0.294251961,0.171619573,0.267572917
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,432,0.208547601,0.233710431,0.27267911,0.190024924,0.487695846,0.197208876,0.282206814,0.220256253,0.260603607
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,433,0.216401947,0.232119575,0.257672738,0.176216921,0.46120326,0.213119737,0.504304972,0.223741121,0.249669216
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,434,0.228747593,0.214214775,0.28047471,0.166590326,0.276110896,0.295184765,0.260814679,0.144881563,0.265686821
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,435,0.225244435,0.223334044,0.341975605,0.168149166,0.258608134,0.257803562,0.296914703,0.221877672,0.265389042
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,436,0.232350063,0.241572261,0.234505362,0.198216667,0.568014046,0.361737588,0.33277336,0.128997552,0.24662768
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,437,0.211110516,0.226318763,0.341000204,0.185246445,0.237420174,0.235630554,0.25173618,0.231524259,0.259898006
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,438,0.208638094,0.215340953,0.199615426,0.160743718,0.312678444,0.239405616,0.269349609,0.22151486,0.25643164
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,439,0.236585427,0.20606514,0.22644839,0.164879512,0.621829288,0.125289895,0.273061392,0.185624624,0.276303441
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,440,0.216324333,0.212213688,0.315672648,0.179228028,0.303387156,0.280653068,0.307833272,0.187165654,0.23965231
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,441,0.2368217,0.220280819,0.254571163,0.159291052,0.576038442,0.245677303,0.252882897,0.192785515,0.287634991
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,442,0.208995236,0.225018992,0.419595984,0.211565256,0.190900111,0.297334442,0.253936481,0.230099451,0.26723843
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,443,0.240517593,0.226178984,0.236961097,0.121716501,0.361676731,0.161767315,0.284875259,0.209605444,0.271454576
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,444,0.207179143,0.202307161,0.270586126,0.163211324,0.547865312,0.127201462,0.319884102,0.158562011,0.239839088
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,445,0.249170392,0.21229136,0.314109084,0.176386735,0.353710164,0.351166768,0.300099086,0.06283729,0.242877381
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,446,0.255809316,0.229946677,0.355206693,0.144210211,0.223478986,0.209446221,0.254245596,0.214964217,0.257824659
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,447,0.244580405,0.199950852,0.24870357,0.175863663,0.588295796,0.244921674,0.247964798,0.222684595,0.261070778
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,448,0.227018038,0.216876702,0.313737455,0.113355285,0.350815963,0.307374014,0.288136994,0.221430603,0.240608717
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,449,0.237029225,0.214995406,0.210931692,0.218792409,0.627827994,0.313807616,0.30442478,0.223770105,0.27080383
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,450,0.206310427,0.216659213,0.262122672,0.145940803,0.491151157,0.126152837,0.267994927,0.206721934,0.254332388
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,451,0.212034456,0.250576549,0.240970114,0.130520695,0.610628057,0.242942026,0.469895343,0.23064205,0.259884959
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,452,0.224948416,0.208081591,0.220828214,0.219001635,0.253247798,0.387280359,0.293393671,0.208452774,0.260414629
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,453,0.230929676,0.237187748,0.226856966,0.206557861,0.17577007,0.175038009,0.355633627,0.18127984,0.254177065
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,454,0.218184991,0.22198788,0.297528462,0.170702227,0.466823829,0.226520282,0.362208911,0.233435792,0.275071667
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,455,0.238243122,0.19708746,0.337695504,0.116483118,0.653642095,0.297064057,0.308187589,0.211751566,0.301742207
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,456,0.228720579,0.231368791,0.397773102,0.221903129,0.195265632,0.263717779,0.327048174,0.250793135,0.231974761
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,457,0.248912647,0.214603776,0.278738115,0.107015279,0.17704949,0.27268527,0.291330015,0.205796418,0.260023255
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,458,0.206841107,0.215980317,0.248990998,0.142864615,0.165541671,0.154398063,0.274302757,0.206964459,0.259323698
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,459,0.224222294,0.243797769,0.272048461,0.194034458,0.135598599,0.241401162,0.345084406,0.159862795,0.268693433
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,460,0.245906508,0.202996092,0.231284002,0.171951726,0.576650341,0.185424841,0.26274272,0.203599269,0.275020074
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,461,0.232598267,0.221168767,0.299698887,0.16687732,0.24114565,0.152359989,0.265437065,0.188174634,0.240517897
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,462,0.205902619,0.204667035,0.226538096,0.207626777,0.143792258,0.171804173,0.276243198,0.23372594,0.248072648
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,463,0.214632187,0.224765723,0.264244386,0.175010651,0.22287464,0.184055702,0.296975616,0.243928108,0.247688553
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,464,0.225118647,0.20748123,0.266944272,0.189782445,0.596254244,0.184589037,0.268953471,0.199466048,0.245479598
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,465,0.194065817,0.260542163,0.244620712,0.193991405,0.180677883,0.269129376,0.320543228,0.224893795,0.238427787
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,466,0.221237384,0.206494293,0.235504522,0.143069523,0.53547993,0.276077119,0.326916348,0.207252728,0.259845213
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,467,0.200590303,0.206017717,0.304627802,0.146697645,0.596380671,0.274979011,0.244317725,0.204486733,0.255516814
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,468,0.210076564,0.239505992,0.294707378,0.194019411,0.188830248,0.356149408,0.341988093,0.234101676,0.249279173
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,469,0.210362025,0.215612195,0.20697574,0.185085258,0.383580399,0.291000117,0.319608363,0.148655363,0.253733335
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,470,0.207525875,0.211823874,0.233858642,0.130077685,0.296380913,0.182753267,0.349138097,0.210226208,0.257842621
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,471,0.196390485,0.229584427,0.371929038,0.156123757,0.251738095,0.269573524,0.298938451,0.19995334,0.276514474
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,472,0.231769051,0.209223502,0.401627684,0.229168602,0.511678523,0.253387245,0.265777774,0.249042379,0.258622188
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,473,0.2014131,0.221230775,0.267285709,0.148710555,0.242863589,0.233707229,0.275937346,0.144534229,0.230931714
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,474,0.235713535,0.201953427,0.533473277,0.130845725,0.165890364,0.256081925,0.376287677,0.250430905,0.245775265
